722f5b7f8034e2602eaacc1f9044fbf73dd47546866b8b8926e625aeb163431b,1b6df268114cb78d05c3fd00ae5e94a469d51c7c8b28c1bf3b7247f610fd7e9b,17b37f3a8fc87f485cd0e469af27d2e775bead9532cc1417de1d266626136e44,741bb7934c47fa4194ea4e49a935495ca35b5b5cd7dfcf1e499876f1c7d64859,881a9b4db973f50d626e6e7b6f852a46ff3c533d7626ed2783937e69de4c5ce3,13338263742a5f3d41fa341b99d86d664ef9b8e939ca26bd5893ea3e3e0f8771,220b3fe215334142502535b11ee8c1df9d3032078890416e81c3762fe0f59105,55a113daebf95887d409541a3ebc5ab44f378425f7018f0f8e2398f6ce4b99ff,3c5d14b88fb924b761d1dc9f04de4d8471221c829912bbd9a7dfdfc3298632ac,e7a53bd440ef5259942f9518a17895684396fd8af384ac017c16804896467b5e,768e52fdd51fe4496cd768a2715fc79f9571b3287f515cc9f41df085d28db977,d169df2472733e8bceeca55d44052bf7def4d3a6add9384ce7a38feccb2fbf25,ea8738af68d7011f34adb2ffa70fb1d35d1acfad07b6ef97c39c148ee4674859
"0","31038","60001","0","60002","0","10001","0","31012","0","0","0","0"
"0","31004","60011","0","60012","0","10002","0","31020","0","0","0","0"
"0","31017","60021","0","60022","0","10003","0","31010","0","0","0","0"
"0","31028","60031","0","60032","0","10004","0","31076","0","0","0","0"
"0","31032","60041","0","60042","0","10005","0","31080","0","0","0","0"
"0","31034","60051","0","60052","0","10006","0","31047","0","0","0","0"
"0","31022","60061","0","60062","0","10007","0","31082","0","0","0","0"
"0","31051","60071","0","60072","0","10008","0","31009","0","0","0","0"
"0","31029","60081","0","60082","0","10009","0","31085","0","0","0","0"
"0","31002","60091","0","60092","0","10010","0","31089","0","0","0","0"
"0","31011","60101","0","60102","0","10011","0","31090","0","0","0","0"
"0","31008","60111","0","60112","0","10012","0","31043","0","0","0","0"
"0","31018","60121","0","60122","0","10013","0","31093","0","0","0","0"
"0","31038","60131","0","60132","0","10014","0","31012","0","0","0","0"
"0","31045","60141","0","60142","0","10015","0","31053","0","0","0","0"
"0","31004","60151","0","60152","0","10016","0","31020","0","0","0","0"
"0","31025","60161","0","60162","0","10017","0","31098","0","0","0","0"
"0","31017","60171","0","60172","0","10018","0","31010","0","0","0","0"
"0","31050","60181","0","60182","0","10019","0","31101","0","0","0","0"
"0","31028","60191","0","60192","0","10020","0","31076","0","0","0","0"
