5a35641db426688b070b09a5ebc8c8cc88856be6910e4a0e5eaa149bc4d26253,0d9c528095cfd3b0c5d68f0ec660b863d47b3acde1f67f9b589a2b973ba615e9,74251083b2fd5683b2e3cf0636a1eab56d3371d20316cd899c5895030e4aa1d4,a5fa7e4e0ff71d24ce027e7a72b8507d99dddcdbd3240009e54ceec28c2f61e0,f6b61e29f8f63b4abb833ed3302bbf0f431a675392e6921f55160f50ee76672a,b9f7adce0c974dc587479ab83b28cb50f636176907f0f280ed136c0421fef0bf,8966d52907564f4ef18b481edde548d028d9162f6aada21580adad64e43e3074,9a2737334e5bef00dd6ca72c5f4ffb6391f81d907e0c533615e5d2a9252e0418,e751fb08744f4089e68941485d2afa15e4bd3c77a98cf30e61b70897449d30d8,e9dec211dfe558309f55a31e71f9bd83a4deb2206b99b0c8fda607d6731fa58c,3f32dbe5b13b74d27c7bc045593f4d56bd0a2e3d64dd01e638d17c97e4a41e76,74b95038a422ec64353f760523383755d585066934ec3c86f46e908ec247e819,9b497a04f69fc926143943a457ba978beffece5917dbfacc2aba26e8c02b9d0d,a1750d969e817c381b35d77d567033a8cea0aa6fe18b54ea94c3fa50eb22dafc,b5f4940413b6954cea38d0edf8d66b674a8ec86d30583fb35fbe03f604f35bd7,72f9a800da20cb75fc330309a55e6def1a4387ea6b395e9147b410dbaf7eb9bf,05ba76f70720d2888d13c360128d6df570f23f629d32d03db89117138ffb7e4c,82823fd6316caceb37abe43e73ca08f1d4365687ee33cb7c74b75d2a8d05b52e,0b06cf70afe9fba6ce48291a1e900bb84fb1081ef4c32308278ee47770db85b1,a6b6c02d3e7b098984d387e7411e8d5d026474e2c3a48d65793f117a2097e5e0,45ac9b2f4f67384d1d025d8385aeebbfed04b2ffb5b7a2ebe5fca452c7f442f7,e624c4ea8a279e9ee0635424949d2c675aaa2b1613c4400b854f7389160148db,4e4965868171012c933c72f346e26cca19f1d7b23807601ef5377a0abab38f88,e63cec657c88f69841b8a541cf59b613b23b5b424ce7035afe0e4e58b3c438f6,a7be0c743cea75cc594c54bdf415b3aadda2000e5f1785b3c39fab9700ce6dfb,6e0a9c6cf14d1f5a56a3b7d706c8c07606dc2c2e1bcb1cf11d64ea2dedfb149a,f31ac652e70c9f5982f014433445e5c0894cb6cf3456f19972530bbe8eb7d5ce,894879fdb8f732d99caceac6b7e6d9743fa6a599e286b44b13fea4c8ac55259b,07d8bc1740f6eba9d37f7fb46b029ca03d59b910d3e1ea6e435656a3b0a07b9d,bc00f71ac21e2f6a9a27a51b21b05caf4695eb41c408a6c9cdb63fa185efc66c,c86c10ad54bf1bea09592598bdcdaa382fa36646923a005f63c67f73ff47a5f9,c92ece0f13b351bbc9ab9a303403b83dc3f28f105abe9a72f24b10d127e0f375,510a8f5d7bb4ca4243fd460944d23232dd6c72033755a24f778afa2fe60c08c2,bdd68a3732b0bb35acb7b3a703f9431117fa5cf1d31a9fd786a3084743599e31,e9b211731a4c032d88de8f3a6d27cfb5ff1465a0b947fe88fbaa2498a6fe5a71,cde2a23a93e522e7405e7551e68676eab02f8314340c080a44c08cfe0e4682e8,5328b04ade24283bf6976ca1603a8f2188aac116e9269daa7bad3fd0781900b7,75313c47f092302bb0682337fbaef5a2ae799c75a3e825f26e8c5964c5eb8979,65f915f8342608ae5aa433aaf32a63c645afef28755ba4099e2f2e2e66e9a7ba,060c81e2bacf453a316e5f2d3852570fdb945200391f197b50474f81236ab928,b6e667e08c70dd667f8ea8949c94ee561886321ebaa696ab677a3fd56d1a9242
"620130001","0","620060001","0","0","0","1","3001","0","0","0","30","0","61001004","0","3001","0","61001007","1","0","0","0","0","1","600000003","36","0","1","600110031","0","0","258","620090001","0","0","18","1","61001005","0","0","0"
"620130001","0","620060001","0","0","0","1","4001","0","0","0","30","0","61001004","0","4001","0","61001007","1","0","0","0","0","1","600000004","36","0","1","600110041","0","0","258","620090001","0","0","18","1","61001005","0","0","0"
"620130002","0","620060002","0","0","0","1","5001","0","0","0","30","0","61001004","0","5001","0","61001007","1","0","0","0","0","1","600000005","36","0","1","600110051","0","0","268","620090002","0","0","18","1","61001005","0","0","0"
"620130003","0","620060003","0","0","0","1","6001","0","0","0","30","0","61001004","0","6001","0","61001007","1","0","0","0","0","1","600000006","36","0","1","600110061","0","0","273","620090003","0","0","18","1","61001005","0","0","0"
"620130004","0","620060004","0","0","0","1","7001","0","0","0","30","0","61001004","0","7001","0","61001007","1","0","0","0","0","1","600000007","36","0","1","600110071","0","0","281","620090004","0","0","18","1","61001005","0","0","0"
"620130005","0","620060005","0","0","0","1","8001","0","0","0","30","0","61001004","0","8001","0","61001007","1","0","0","0","0","1","600000008","36","0","1","600110081","0","0","288","620090005","0","0","18","1","61001005","0","0","0"
"620130006","0","620060006","0","0","0","1","9001","0","0","0","30","0","61001004","0","9001","0","61001007","1","0","0","0","0","1","600000009","36","0","1","600110091","0","0","298","620090006","0","0","18","1","61001005","0","0","0"
"620130007","0","620060007","0","0","0","1","10001","0","0","0","30","0","61001004","0","10001","0","61001007","1","0","0","0","0","1","600000010","36","0","1","600110101","0","0","309","620090007","0","0","18","1","61001005","0","0","0"
"620130008","0","620060008","0","0","0","1","11001","0","0","0","30","0","61001004","0","11001","0","61001007","1","0","0","0","0","1","600000011","36","0","1","600110111","0","0","313","620090008","0","0","18","1","61001005","0","0","0"
"620130009","0","620060009","0","0","0","1","12001","0","0","0","30","0","61001004","0","12001","0","61001007","1","0","0","0","0","1","600000012","36","0","1","600110121","0","0","321","620090009","0","0","18","1","61001005","0","0","0"
"620130010","0","620060010","0","0","0","1","13001","0","0","0","30","0","61001004","0","13001","0","61001007","1","0","0","0","0","1","600000013","36","0","1","600110131","0","0","326","620090010","0","0","18","1","61001005","0","0","0"
"620130011","0","620060011","0","0","0","1","14001","0","0","0","30","0","61001004","0","14001","0","61001007","1","0","0","0","0","1","600000014","36","0","1","600110141","0","0","336","620090011","0","0","18","1","61001005","0","0","0"
"620130012","0","620060012","0","0","0","1","15001","0","0","0","30","0","61001004","0","15001","0","61001007","1","0","0","0","0","1","600000015","36","0","1","600110151","0","0","341","620090012","0","0","18","1","61001005","0","0","0"
"620130013","0","620060013","0","0","0","1","16001","0","0","0","30","0","61001004","0","16001","0","61001007","1","0","0","0","0","1","600000016","36","0","1","600110161","0","0","351","620090013","0","0","18","1","61001005","0","0","0"
"620130014","0","620060014","0","0","0","1","17001","0","0","0","30","0","61001004","0","17001","0","61001007","1","0","0","0","0","1","600000017","36","0","1","600110171","0","0","356","620090014","0","0","18","1","61001005","0","0","0"
"620130015","0","620060015","0","0","0","1","18001","0","0","0","30","0","61001004","0","18001","0","61001007","1","0","0","0","0","1","600000018","36","0","1","600110181","0","0","366","620090015","0","0","18","1","61001005","0","0","0"
"620130016","0","620060016","0","0","0","1","19001","0","0","0","30","0","61001004","0","19001","0","61001007","1","0","0","0","0","1","600000019","36","0","1","600110191","0","0","371","620090016","0","0","18","1","61001005","0","0","0"
