a3791c8340d86358f49afb1f142803cf81cdb39a7411efcf496b1b6fca8a3b90,4ce1a444bc831db3fc89455c49bbf60eb01952a3dd226f86b041f3c6db4ba26c,359a46734e640d191f43ad03dff57b6f0fd7fadd42b42d9abfdc6ccb13e4bf71,74314803d45b40c3b4cb153a686735ecadecc26b5acef5cd9a42f912f1f7115f,14945e107febe8ccb29a4425e776e5c4d588185725fefa289a727ff420f4f73d,26f406e8b398e7e5fc699e7611e48c1ac61e08ac323b93d5f6719ce0fe97579d,30169d6f74db341cdeb9939565e26acd17c992a5aadf6f3a447b54918f378424,cd6553169b03b1421fd0d797142c15339e7781395742bb8dfaf617fcf14639e5,5b2c78370d635dcd7f2b4455a2cde3c0c3fbb6cb436a9df582a013548e8d0d10,1c47dede1ca03934bca415b6ef2182a168f63a45bed0e2c7695656c0991daf89,1c1e887c13de3e0ea2adb2403dbd5f51f0b0950dd8ef063069c45d6a25a2ebea,ed49a450940d0f14bfd158af0dd01abf4ef2bb8fcffe00fd41b0d1b7bb498078,33e656c3ce9c2028f8cbe339eaaf1931ecff3456ad0d32cb7579aa23ad2ab28f,b25fdb828cfd61a7bf538cdcfb1e14d9abe2c70696628acbd1e8deff6b1b6a82,0463215af3b127856bbd409c34ac66a2661160b0ba239a38f840ac17f9db87d3,fa7634de0770d958a6e707fe93726149ddb6ea2fcfe5a156b982b612b1126d25,9ecc436666b03e5e69f87370bf0e01d0ebda0645a8d7d96355b685e7497a6aff,a52cc3641f42f4f6e2e5e8669479b5fc12841d921c3b24f888547ed1fb79f411,264924523e5f8d4bfa447546450763929b971210128b1aee2e010c253c7d9acd,0c450bb7b516e0a78a0acfa881505e69e134640a637cafddb93db876d59404e7,b4d47e4741f6e8b1c71fb3c34ce03cf3c0dec5604ad2a23d41167d2f15ce6158,e125d648b4bf9038fd88be1ebd4243db5a22e21033ba61600eac7c9746f3855f,ee8ae6cf40a092aa80c2f39113ae9e47d805d7949886937d2fe59829efc9b187,f69e6127fc7ed43e760463d04698608178b8086cf5baf10c3ac3b5d125715caa,d41a90c93da046a4dc0793418e18844b952f0be7532db87a40f4e8d3ecfe36af,3f9d561df9d308552c37a538ad91fedf4ad5ab5a7213f9186dde3190d9726095,d3d57c367d2197ae1aef6f00d1a9afd17f7216d3c741abe825dce7e4de106d73,96ad61533ba0023caaa694c698663abe0ee2c23bbbc4108ca7624ad6badfd19e,e756d184f13197fd3a1778cc1ea421538c396d256015dc38b42cda23d19c23de,d8670c924087595c753b07a2f7d78172ea0c88b3daa44d06ff454da739ed608e,ff23423b5858f5b0ea93e1793e3502121502d681d34a8b66e1a9a4376c4e185b,1a0378370a2811c60b6f51aaf00739dd4f65ee6da33f2a6bbcb85f5a2af95b22,c856cdfd85adced6fc47755141eb171c6e60db90138583d4563a9c9639e2b9dc,2f94babf3c5055026694af65c4a379558e5eb7870519fac105e5d7c0593fdd78,a482516d43da118a6e6f4d167594ab8fcc15a0b3fc6f835f1799f46322b7da50,d24e3e6db1043744a34df351c25ac4a94704250f3e80c21da9fd40584911b55f,703c6bc3c7bf2cc25d00e791356fb123f4f60da4177ad2330c4dba1ad3617fab,429cc70e9de859ed18dba1497a41610ab67ab27f4b314a6a49a7b05bdc0989de,356222e3bb266b21c147785e38bee729afed3d838f7929c30a47eef287aece99,ab9e3c33f75898cb296df78ad563378f329a09a0ddfaa57fa658e6a9626ba000,db42374b9012cf59b0d5194d1a70c3e05307ddeb8db32e2f32b0a01f3c068e14,61a4572d363ef8d19e5a5963b05c6888495c709713d5cc88d78766a4ff982843,4db60564dc37cff4d5d8d1287a6d2d57af95977128d6e8311e5cfa7e5ee0cda0,1e88f06e8c216182d5f522a6d24612a88d5aeb8ca7eb7f70f58b0a5bb053c806
"2600","0","0","200000001","0","0","2600","39","2600","0","770110101","0","0","0","253200","0","360","0","0","0","522","0","2600","0","315783","0","0","0","沙塵野豬","0","0","0","0","2901","0","0","0","2600","0","2600","0","783","1","0"
"2600","0","0","200000001","0","0","2600","39","2600","0","770110102","0","0","0","251800","0","360","0","0","0","522","0","2600","0","314854","0","0","0","樹精","0","0","0","0","3043","0","0","0","2600","0","2600","0","783","1","0"
"2600","0","0","200000001","0","0","2600","39","2600","0","770110103","0","0","0","250600","0","360","0","0","0","261","0","2600","0","378036","0","0","0","小狸貓","0","0","0","1487","0","0","0","0","2600","0","2600","0","392","1","0"
"2600","0","0","200000001","0","0","2600","39","2600","0","770110201","0","0","0","252000","0","360","0","0","0","522","0","2600","0","315160","0","0","0","多倫多獸","0","0","0","0","2996","0","0","0","2600","0","2600","0","783","1","0"
"2600","0","0","200000001","0","0","2600","39","2600","0","770110202","0","0","0","251200","0","360","0","0","0","653","0","2600","0","316267","0","0","0","哥布林護衛","0","0","0","0","3090","0","0","0","2600","0","2600","0","588","1","0"
"2600","0","0","200000001","0","0","2600","39","2600","0","770110203","0","0","0","250100","0","360","0","0","0","522","0","2600","0","312677","0","0","0","棘刺蟹","0","0","0","0","3810","0","0","0","2600","0","2600","0","783","1","0"
"2600","0","0","200000001","0","0","2600","39","2600","0","770110301","0","0","0","251100","0","360","0","0","0","653","0","2600","0","296797","0","0","0","岩龜暴君","0","0","0","0","2384","0","0","0","2600","0","2600","0","979","1","0"
"2600","0","0","200000001","0","0","2600","39","2600","0","770110302","0","0","0","251600","0","360","0","0","0","522","0","2600","0","317295","0","0","0","狂野角鹿","0","0","0","0","2667","0","0","0","2600","0","2600","0","783","1","0"
"2600","0","0","200000001","0","0","2600","39","2600","0","770110303","0","0","0","251300","0","360","0","0","0","392","0","2600","0","323106","0","0","0","叢林護衛","0","0","0","0","3137","0","0","0","2600","0","2600","0","979","1","0"
"2600","0","0","200000001","0","0","2600","39","2600","0","770110401","0","0","0","251600","0","360","0","0","0","522","0","2600","0","317295","0","0","0","狂野角鹿","0","0","0","0","2667","0","0","0","2600","0","2600","0","783","1","0"
"2600","0","0","200000001","0","0","2600","39","2600","0","770110402","0","0","0","252300","0","360","0","0","0","392","0","2600","0","267867","0","0","0","岩石蜥蜴","0","0","0","0","11497","0","0","0","2600","0","2600","0","588","1","0"
"2600","0","0","200000001","0","0","2600","39","2600","0","770110403","0","0","0","257200","0","360","0","0","0","196","0","2600","0","259199","0","0","0","毒莢花","0","0","0","0","11604","0","0","0","2600","0","2600","0","294","1","0"
"2600","0","0","200000001","0","0","2600","39","2600","0","770110404","0","0","0","257400","26","360","0","0","0","392","0","2600","0","278280","0","0","0","潛陸水母","0","0","0","57","0","0","0","0","2600","0","2600","0","588","1","0"
"2600","0","0","200000001","0","0","2600","39","2600","0","770110501","0","0","0","251900","0","360","0","0","0","522","0","2600","0","315466","0","0","0","擰扭相思樹","0","0","0","0","2950","0","0","0","2600","0","2600","0","783","1","0"
"2600","0","0","200000001","0","0","2600","39","2600","0","770110502","0","0","0","251200","0","360","0","0","0","653","0","2600","0","316267","0","0","0","哥布林護衛","0","0","0","0","3090","0","0","0","2600","0","2600","0","588","1","0"
"2600","0","0","200000001","0","0","2600","39","2600","0","770110503","0","0","0","254600","0","360","0","0","0","392","0","2600","0","261410","0","0","0","石靈","0","0","0","7243","0","0","0","0","2600","0","2600","0","588","1","0"
"2600","0","0","200000001","0","0","2600","39","2600","0","770110504","0","0","0","254800","0","360","0","0","0","327","0","2600","0","273270","0","0","0","毒蟾蜍","0","0","0","0","12345","0","0","0","2600","0","2600","0","490","1","0"
