4ac21b59fe04b33a7eb991feba96e5473f773e714e882b74d737e82f498e414e,31a95ffbaf018238f7d9a0092698e153db71d162a6cc7d1094d95473dba40ae8,4995f43c0f8c38f6a1d47e4695ade103941a5abd039e62ba861070e7d2b95c74,26bc678b92a2913c3a8ac7dda676270e972a67fe66294b7aee79e04023a015f9,24cb587f81f6ac5716018bc02749eeb9299fca54a26e4647dd63fd96fcb9c79c,622d8fdda1c5ff18f5c89d70297fae5172dadf30ac0b8e6d20abe1f2f9c86a3d,65e588214da8e8a10e8ae1aebd754e90ebcac6157f71dfe73269c9640c4cc1c6,bb55169b8be6ecf82d2ea45cf0d4ede28586faf62b23e56d9e39e7994093a553,9775927c314d92d8023cffad4a067c3068d93056dcb442a3dfe5f4cb94a56cd7,4d3ff4e7a67cd4aaf3ceadc17a7a5c6acdab0e666475bf4f9953d383fb3f620d,60c184f034208c673c7acf52db4f89b570738da11f8fb6aaba9668de80749645,b08ded638aa6e9455a7e90e969fac777673d855abdc408cb46d5fe72b648ccc0,34e699e242fa4a954148c3be02e70081b1cffaa4802d14667c63599e70b22ffd,b9131fdf8558fdf151652f281a66c781e82fc1736978caa56c49f1850ca587c4,aa791e1564b4a2873cb9b6c0520b601c8d9be6453b648580c5001d2e775c9d32,2cb07e45206f2a734f7cc8a7ee08a21adbaa4b9ed1745b10ac3d88911d01657b
"400","94002","200","8","2","2","1001001","10","500000","91002","90008","12","25021","50","25011","2"
"400","94002","200","8","2","2","1001002","10","500000","91002","90008","12","25021","50","25012","2"
"400","94002","200","8","2","2","1001003","10","500000","91002","90008","12","25021","50","25013","2"
"400","94002","200","8","2","2","1001004","10","500000","91002","90008","12","25021","50","25014","2"
"400","94002","200","8","2","2","1001005","10","500000","91002","90008","12","25021","50","25015","2"
"400","94002","200","8","2","2","1001006","10","500000","91002","90008","12","25021","50","25011","2"
"400","94002","200","8","2","2","1001007","10","500000","91002","90008","12","25021","50","25012","2"
"400","94002","200","8","2","2","1001008","10","500000","91002","90008","12","25021","50","25013","2"
"400","94002","200","8","2","2","1001009","10","500000","91002","90008","12","25021","50","25014","2"
"400","94002","200","8","2","2","1001010","10","500000","91002","90008","12","25001","10","25015","2"
"400","94002","200","8","2","2","1001011","10","500000","91002","90008","12","25021","50","25011","2"
"400","94002","200","8","2","2","1001012","10","500000","91002","90008","12","25021","50","25012","2"
"400","94002","200","8","2","2","1001013","10","500000","91002","90008","12","25021","50","25013","2"
"400","94002","200","8","2","2","1001014","10","500000","91002","90008","12","25021","50","25014","2"
"400","94002","200","8","2","2","1001015","10","500000","91002","90008","12","25021","50","25015","2"
"0","94002","200","8","2","2","1001016","10","500000","91002","90008","12","25021","50","0","0"
"0","94002","200","8","2","2","1001017","10","500000","91002","90008","12","25021","50","0","0"
"0","94002","200","8","2","2","1001018","10","500000","91002","90008","12","25021","50","0","0"
"400","94002","200","8","2","2","1002001","10","500000","91002","90008","12","25021","50","25011","2"
"400","94002","200","8","2","2","1002002","10","500000","91002","90008","12","25021","50","25012","2"
"400","94002","200","8","2","2","1002003","10","500000","91002","90008","12","25021","50","25013","2"
"400","94002","200","8","2","2","1002004","10","500000","91002","90008","12","25021","50","25014","2"
"400","94002","200","8","2","2","1002005","10","500000","91002","90008","12","25021","50","25015","2"
"400","94002","200","8","2","2","1002006","10","500000","91002","90008","12","25021","50","25011","2"
"400","94002","200","8","2","2","1002007","10","500000","91002","90008","12","25021","50","25012","2"
"400","94002","200","8","2","2","1002008","10","500000","91002","90008","12","25021","50","25013","2"
"400","94002","200","8","2","2","1002009","10","500000","91002","90008","12","25021","50","25014","2"
"400","94002","200","8","2","2","1002010","10","500000","91002","90008","12","25001","10","25015","2"
"400","94002","200","8","2","2","1002011","10","500000","91002","90008","12","25021","50","25011","2"
"400","94002","200","8","2","2","1002012","10","500000","91002","90008","12","25021","50","25012","2"
"400","94002","200","8","2","2","1002013","10","500000","91002","90008","12","25021","50","25013","2"
"400","94002","200","8","2","2","1002014","10","500000","91002","90008","12","25021","50","25014","2"
"400","94002","200","8","2","2","1002015","10","500000","91002","90008","12","25021","50","25015","2"
"0","94002","200","8","2","2","1002016","10","500000","91002","90008","12","25021","50","0","0"
"0","94002","200","8","2","2","1002017","10","500000","91002","90008","12","25021","50","0","0"
"0","94002","200","8","2","2","1002018","10","500000","91002","90008","12","25021","50","0","0"
"400","94002","200","8","2","2","1003001","10","500000","91002","90008","12","25021","50","25011","2"
"400","94002","200","8","2","2","1003002","10","500000","91002","90008","12","25021","50","25012","2"
"400","94002","200","8","2","2","1003003","10","500000","91002","90008","12","25021","50","25013","2"
"400","94002","200","8","2","2","1003004","10","500000","91002","90008","12","25021","50","25014","2"
"400","94002","200","8","2","2","1003005","10","500000","91002","90008","12","25021","50","25015","2"
"400","94002","200","8","2","2","1003006","10","500000","91002","90008","12","25021","50","25011","2"
"400","94002","200","8","2","2","1003007","10","500000","91002","90008","12","25021","50","25012","2"
"400","94002","200","8","2","2","1003008","10","500000","91002","90008","12","25021","50","25013","2"
"400","94002","200","8","2","2","1003009","10","500000","91002","90008","12","25021","50","25014","2"
"400","94002","200","8","2","2","1003010","10","500000","91002","90008","12","25001","10","25015","2"
"400","94002","200","8","2","2","1003011","10","500000","91002","90008","12","25021","50","25011","2"
"400","94002","200","8","2","2","1003012","10","500000","91002","90008","12","25021","50","25012","2"
"400","94002","200","8","2","2","1003013","10","500000","91002","90008","12","25021","50","25013","2"
"400","94002","200","8","2","2","1003014","10","500000","91002","90008","12","25021","50","25014","2"
"400","94002","200","8","2","2","1003015","10","500000","91002","90008","12","25021","50","25015","2"
"0","94002","200","8","2","2","1003016","10","500000","91002","90008","12","25021","50","0","0"
"0","94002","200","8","2","2","1003017","10","500000","91002","90008","12","25021","50","0","0"
"0","94002","200","8","2","2","1003018","10","500000","91002","90008","12","25021","50","0","0"
"400","94002","200","8","2","2","1004001","10","500000","91002","90008","12","25021","50","25011","2"
"400","94002","200","8","2","2","1004002","10","500000","91002","90008","12","25021","50","25012","2"
"400","94002","200","8","2","2","1004003","10","500000","91002","90008","12","25021","50","25013","2"
"400","94002","200","8","2","2","1004004","10","500000","91002","90008","12","25021","50","25014","2"
"400","94002","200","8","2","2","1004005","10","500000","91002","90008","12","25021","50","25015","2"
"400","94002","200","8","2","2","1004006","10","500000","91002","90008","12","25021","50","25011","2"
"400","94002","200","8","2","2","1004007","10","500000","91002","90008","12","25021","50","25012","2"
"400","94002","200","8","2","2","1004008","10","500000","91002","90008","12","25021","50","25013","2"
"400","94002","200","8","2","2","1004009","10","500000","91002","90008","12","25021","50","25014","2"
"400","94002","200","8","2","2","1004010","10","500000","91002","90008","12","25001","10","25015","2"
"400","94002","200","8","2","2","1004011","10","500000","91002","90008","12","25021","50","25011","2"
"400","94002","200","8","2","2","1004012","10","500000","91002","90008","12","25021","50","25012","2"
"400","94002","200","8","2","2","1004013","10","500000","91002","90008","12","25021","50","25013","2"
"400","94002","200","8","2","2","1004014","10","500000","91002","90008","12","25021","50","25014","2"
"400","94002","200","8","2","2","1004015","10","500000","91002","90008","12","25021","50","25015","2"
"0","94002","200","8","2","2","1004016","10","500000","91002","90008","12","25021","50","0","0"
"0","94002","200","8","2","2","1004017","10","500000","91002","90008","12","25021","50","0","0"
"0","94002","200","8","2","2","1004018","10","500000","91002","90008","12","25021","50","0","0"
"400","94002","200","8","2","2","1005001","10","500000","91002","90008","12","25021","50","25011","2"
"400","94002","200","8","2","2","1005002","10","500000","91002","90008","12","25021","50","25012","2"
"400","94002","200","8","2","2","1005003","10","500000","91002","90008","12","25021","50","25013","2"
"400","94002","200","8","2","2","1005004","10","500000","91002","90008","12","25021","50","25014","2"
"400","94002","200","8","2","2","1005005","10","500000","91002","90008","12","25021","50","25015","2"
"400","94002","200","8","2","2","1005006","10","500000","91002","90008","12","25021","50","25011","2"
"400","94002","200","8","2","2","1005007","10","500000","91002","90008","12","25021","50","25012","2"
"400","94002","200","8","2","2","1005008","10","500000","91002","90008","12","25021","50","25013","2"
"400","94002","200","8","2","2","1005009","10","500000","91002","90008","12","25021","50","25014","2"
"400","94002","200","8","2","2","1005010","10","500000","91002","90008","12","25001","10","25015","2"
"400","94002","200","8","2","2","1005011","10","500000","91002","90008","12","25021","50","25011","2"
"400","94002","200","8","2","2","1005012","10","500000","91002","90008","12","25021","50","25012","2"
"400","94002","200","8","2","2","1005013","10","500000","91002","90008","12","25021","50","25013","2"
"400","94002","200","8","2","2","1005014","10","500000","91002","90008","12","25021","50","25014","2"
"400","94002","200","8","2","2","1005015","10","500000","91002","90008","12","25021","50","25015","2"
"0","94002","200","8","2","2","1005016","10","500000","91002","90008","12","25021","50","0","0"
"0","94002","200","8","2","2","1005017","10","500000","91002","90008","12","25021","50","0","0"
"0","94002","200","8","2","2","1005018","10","500000","91002","90008","12","25021","50","0","0"
"400","94002","200","8","2","2","1006001","10","500000","91002","90008","12","25021","50","25011","2"
"400","94002","200","8","2","2","1006002","10","500000","91002","90008","12","25021","50","25012","2"
"400","94002","200","8","2","2","1006003","10","500000","91002","90008","12","25021","50","25013","2"
"400","94002","200","8","2","2","1006004","10","500000","91002","90008","12","25021","50","25014","2"
"400","94002","200","8","2","2","1006005","10","500000","91002","90008","12","25021","50","25015","2"
"400","94002","200","8","2","2","1006006","10","500000","91002","90008","12","25021","50","25011","2"
"400","94002","200","8","2","2","1006007","10","500000","91002","90008","12","25021","50","25012","2"
"400","94002","200","8","2","2","1006008","10","500000","91002","90008","12","25021","50","25013","2"
"400","94002","200","8","2","2","1006009","10","500000","91002","90008","12","25021","50","25014","2"
"400","94002","200","8","2","2","1006010","10","500000","91002","90008","12","25001","10","25015","2"
"400","94002","200","8","2","2","1006011","10","500000","91002","90008","12","25021","50","25011","2"
"400","94002","200","8","2","2","1006012","10","500000","91002","90008","12","25021","50","25012","2"
"400","94002","200","8","2","2","1006013","10","500000","91002","90008","12","25021","50","25013","2"
"400","94002","200","8","2","2","1006014","10","500000","91002","90008","12","25021","50","25014","2"
"400","94002","200","8","2","2","1006015","10","500000","91002","90008","12","25021","50","25015","2"
"0","94002","200","8","2","2","1006016","10","500000","91002","90008","12","25021","50","0","0"
"0","94002","200","8","2","2","1006017","10","500000","91002","90008","12","25021","50","0","0"
"0","94002","200","8","2","2","1006018","10","500000","91002","90008","12","25021","50","0","0"
"400","94002","200","8","2","2","1007001","10","500000","91002","90008","12","25021","50","25011","2"
