7532f2fd3cc520d084e2f5db08030c91e4c729573d0ce9327f9c9813758423a9,61a2e0a7ae535d2f6275d952257af8fb6e5d2f68ac389bdde4fb931b5243efb3,e903efe9231356acaafb7416510d5deb2ea2bceb55ef3c2baa609a7c4f1051cd,f0b2bea6a1fc4cea5eb3efe30b4cd5369f6f56950525499bd80333b2adb56358,7883dc17ddea64503a813db389602c7f7aa9e89eb50437ec09838278578721f0,076c63ad5704990632f1b9936452a9f2f48874999e1675cc0acfc93a1fa912f6,7dfbbf8e76e05a2e049f0913b7d69e11822e297f6713ea26b3a63d9df83fb3f9,a6763b0c3700374af6bbbe0a1f8dec8abf0009d601c448c410210a100d3eecf3,b62cb34c6469623823fa85d6ee38b52b08a74b08797495e0b5dccb1ea571b4f6,98c994142ae6e7ac8ae65e9a23f3ff3246a576cf7524b4ce139d4685bcca01a4,f4f2676f000c4fba8a29648f2e80675003a7d6186dc858b4e99d38b2f6396ad8,3511077fb40e6d15952cf9f0c0d2e9e2a10635b01747f7c7868952077172724e,5cb04158dc33be04134cb62c3a9f83068d1e8d5cbab78116b772dc6e3683b660,18a6bbd3e729e27eb724d52994f21cb6bd85c691b7361bf10c3b2a35aa709bd8,79766cbaa82460373acfec94a629adebec79f699865bba8c4cd0866a7d2ab891,9bb432e413dad2cd1a561aa599fb2453fe9d0074030568d699479d27f1f7c04d,d2aaf428a4b9d3a250cce13feb35a56e94fe5deb2b2833e63710e4a5daf4f951,ffdb352a6b1b2996fbebc709bb52fb9cb00cc027c210cda6ba47c850a9ee67ea,1c7a53953621ec8587ff95baff2482a5593e91f92b7e1bcdc51f24dc21052710,091b804fca379115072beb2f4a52428db27f45412f3b237b4f81251bd32d02e9,e54ac939f623eb659bdb3c4c5446d22bec6d982a6212bdfcc3b302851832db33,a6c93f065da20b3d7bb8ca3ebfa54331d3f369a413ea27ebe165bd79820f1068,7e404110ce252d22fc834714b2e93c3777ca76e205c9c4220d3dcfec799984e5,ab8f2ce30139280fa9b93b0db24d84fdacca37c4b1521c677c01b5988c067d21,1185b2f6545af07081984a37c1e8f5d8151ece304ef7f76f9f61baaf8fdfa45d,be72747510b2eb35a10fef977dc5dee584ba0118228b9d0ebd0ea73f8e622118,b06eb7f3ff213b18ad5361df9b37f65d1117c7081efa9d18cd7d46371164d104,7f5babff55fd1b0dd311ed34dd195640c4ef1c9049960ed5359ce42bb80527da,ae5e4b46b86ca5ba550f0ba5e7fe4976e94a953d1e79cb4de0903d48d964c930,ee79eace399fdce9e1a8ccefd014b01f04bd05408038c91b60b6430d04618363,6cdbaf7e4c795b77f9b0714209ac3eee971e4c4ecf1f6a3b2a65c242d1e97bd7,7d7a815b40550c03426c6f6b47553c723641c0cf625e3a3482d0d0bc7439a8b2,85c50cdc0858b1267d25f794996a6e1cf70ff30360e8abffd4566bf56617a22e,52911e3db1cfcb255a9cd3a08a0b859f7c3c7fbfe48c4fcea3384766973d6ade,f0aac3f7e6410f4213a04227ea6ed24e11f3cb425ba9965c9205703824b1e741,c92cc6463c813e0d5ff7c40f6e0b25eb51e0ef034eb8450bbc56f18c977d14a8,8906b2a7e6249908066ed03d47e6b8efa475ac569a46f9d9fd955ded52b3a081,f08b8814116cae682aff2f9fd715ba9b7416eda12baa0b0d2b6e5643df425f71,db9609801261ea0783924537d8c26d7db44e82ddda8ee5d063dcc542983138a6,236f1b54943d95f262bec51458795d3e001b5298328df9532d5f5154f486caa4,a2cc4c8b1a22a605dc64e3888ae3e2ce843c54f0641eb0c2e34bebb167ee9326,3f5c9003d393db13b621f3dca4d56ef12995905b317e3a7b4a3ae2b110ce6e15,f42504086bbcbe88c70b7be041e948ec08a905d28a8dab9740fc9506f7a16232,1a86603ca6a7059ebf057dd72386ed9e44f4d55eef227d9ef576ce4d7569741c
"0","315783","2600","0","2901","0","0","沙塵野豬","0","770110101","0","0","0","0","0","39","0","0","0","360","0","0","0","0","0","0","0","2600","0","2600","200000001","783","253200","2600","2600","522","0","0","0","2600","0","0","1","0"
"0","314854","2600","0","3043","0","0","樹精","0","770110102","0","0","0","0","0","39","0","0","0","360","0","0","0","0","0","0","0","2600","0","2600","200000001","783","251800","2600","2600","522","0","0","0","2600","0","0","1","0"
"0","378036","2600","0","0","0","0","小狸貓","0","770110103","0","0","0","0","0","39","0","0","1487","360","0","0","0","0","0","0","0","2600","0","2600","200000001","392","250600","2600","2600","261","0","0","0","2600","0","0","1","0"
"0","315160","2600","0","2996","0","0","多倫多獸","0","770110201","0","0","0","0","0","39","0","0","0","360","0","0","0","0","0","0","0","2600","0","2600","200000001","783","252000","2600","2600","522","0","0","0","2600","0","0","1","0"
"0","316267","2600","0","3090","0","0","哥布林護衛","0","770110202","0","0","0","0","0","39","0","0","0","360","0","0","0","0","0","0","0","2600","0","2600","200000001","588","251200","2600","2600","653","0","0","0","2600","0","0","1","0"
"0","312677","2600","0","3810","0","0","棘刺蟹","0","770110203","0","0","0","0","0","39","0","0","0","360","0","0","0","0","0","0","0","2600","0","2600","200000001","783","250100","2600","2600","522","0","0","0","2600","0","0","1","0"
"0","296797","2600","0","2384","0","0","岩龜暴君","0","770110301","0","0","0","0","0","39","0","0","0","360","0","0","0","0","0","0","0","2600","0","2600","200000001","979","251100","2600","2600","653","0","0","0","2600","0","0","1","0"
"0","317295","2600","0","2667","0","0","狂野角鹿","0","770110302","0","0","0","0","0","39","0","0","0","360","0","0","0","0","0","0","0","2600","0","2600","200000001","783","251600","2600","2600","522","0","0","0","2600","0","0","1","0"
"0","323106","2600","0","3137","0","0","叢林護衛","0","770110303","0","0","0","0","0","39","0","0","0","360","0","0","0","0","0","0","0","2600","0","2600","200000001","979","251300","2600","2600","392","0","0","0","2600","0","0","1","0"
"0","317295","2600","0","2667","0","0","狂野角鹿","0","770110401","0","0","0","0","0","39","0","0","0","360","0","0","0","0","0","0","0","2600","0","2600","200000001","783","251600","2600","2600","522","0","0","0","2600","0","0","1","0"
"0","267867","2600","0","11497","0","0","岩石蜥蜴","0","770110402","0","0","0","0","0","39","0","0","0","360","0","0","0","0","0","0","0","2600","0","2600","200000001","588","252300","2600","2600","392","0","0","0","2600","0","0","1","0"
"0","259199","2600","0","11604","0","0","毒莢花","0","770110403","0","0","0","0","0","39","0","0","0","360","0","0","0","0","0","0","0","2600","0","2600","200000001","294","257200","2600","2600","196","0","0","0","2600","0","0","1","0"
"0","278280","2600","0","0","0","0","潛陸水母","0","770110404","0","0","0","0","0","39","0","0","57","360","0","0","0","0","0","0","0","2600","0","2600","200000001","588","257400","2600","2600","392","0","0","0","2600","0","26","1","0"
"0","315466","2600","0","2950","0","0","擰扭相思樹","0","770110501","0","0","0","0","0","39","0","0","0","360","0","0","0","0","0","0","0","2600","0","2600","200000001","783","251900","2600","2600","522","0","0","0","2600","0","0","1","0"
"0","316267","2600","0","3090","0","0","哥布林護衛","0","770110502","0","0","0","0","0","39","0","0","0","360","0","0","0","0","0","0","0","2600","0","2600","200000001","588","251200","2600","2600","653","0","0","0","2600","0","0","1","0"
"0","261410","2600","0","0","0","0","石靈","0","770110503","0","0","0","0","0","39","0","0","7243","360","0","0","0","0","0","0","0","2600","0","2600","200000001","588","254600","2600","2600","392","0","0","0","2600","0","0","1","0"
"0","273270","2600","0","12345","0","0","毒蟾蜍","0","770110504","0","0","0","0","0","39","0","0","0","360","0","0","0","0","0","0","0","2600","0","2600","200000001","490","254800","2600","2600","327","0","0","0","2600","0","0","1","0"
"0","315160","2600","0","2996","0","0","多倫多獸","0","770110601","0","0","0","0","0","39","0","0","0","360","0","0","0","0","0","0","0","2600","0","2600","200000001","783","252000","2600","2600","522","0","0","0","2600","0","0","1","0"
"0","297783","2600","0","3279","0","0","生者劍士像","0","770110602","0","0","0","0","0","39","0","0","0","360","0","0","0","0","0","0","0","2600","0","2600","200000001","1175","251000","2600","2600","522","0","0","0","2600","0","0","1","0"
"0","266127","2600","0","11639","0","0","毒牙蜥蜴","0","770110603","0","0","0","0","0","39","0","0","0","360","0","0","0","0","0","0","0","2600","0","2600","200000001","588","252200","2600","2600","392","0","0","0","2600","0","0","1","0"
"0","273898","2600","0","11497","0","0","盜人蛤蟆","0","770110604","0","0","0","0","0","39","0","0","0","360","0","0","0","0","0","0","0","2600","0","2600","200000001","490","253900","2600","2600","327","0","0","0","2600","0","0","1","0"
"0","319632","2600","0","2571","0","0","獸人","0","770110701","0","0","0","0","0","39","0","0","0","360","0","0","0","0","0","0","0","2600","0","2600","200000001","588","252800","2600","2600","653","0","0","0","2600","0","0","1","0"
"0","314854","2600","0","3043","0","0","樹精","0","770110702","0","0","0","0","0","39","0","0","0","360","0","0","0","0","0","0","0","2600","0","2600","200000001","783","251800","2600","2600","522","0","0","0","2600","0","0","1","0"
"0","270117","2600","0","11310","0","0","重鎚巨蟹","0","770110703","0","0","0","0","0","39","0","0","0","360","0","0","0","0","0","0","0","2600","0","2600","200000001","588","253000","2600","2600","392","0","0","0","2600","0","0","1","0"
"0","312943","2600","0","0","0","0","女中音之鳥","0","770110704","0","0","0","0","0","39","0","0","0","360","0","0","0","0","0","0","0","2600","0","2600","200000001","588","254700","2600","2600","392","0","0","0","2600","0","26","1","0"
"0","296797","2600","0","2384","0","0","岩龜暴君","0","770110801","0","0","0","0","0","39","0","0","0","360","0","0","0","0","0","0","0","2600","0","2600","200000001","979","251100","2600","2600","653","0","0","0","2600","0","0","1","0"
"0","299716","2600","0","3326","0","0","寄居蟹騎士","0","770110802","0","0","0","0","0","39","0","0","0","360","0","0","0","0","0","0","0","2600","0","2600","200000001","588","254100","2600","2600","914","0","0","0","2600","0","0","1","0"
"0","266701","2600","0","11593","0","0","火蜥蜴","0","770110803","0","0","0","0","0","39","0","0","0","360","0","0","0","0","0","0","0","2600","0","2600","200000001","588","252500","2600","2600","392","0","0","0","2600","0","0","1","0"
"0","270111","2600","0","7562","0","0","狗頭刺客","0","770110804","0","0","0","0","0","39","0","0","0","360","0","0","0","0","0","0","0","2600","0","2600","200000001","294","255900","2600","2600","196","0","0","0","2600","0","0","1","0"
"0","316994","2600","0","2714","0","0","冰雪角鹿","0","770110901","0","0","0","0","0","39","0","0","0","360","0","0","0","0","0","0","0","2600","0","2600","200000001","783","251700","2600","2600","522","0","0","0","2600","0","0","1","0"
