d00146e85bba96fdab7f642b84bd7545fb4ca24f12b17c4c9f6e984b58181464,caeab6f6ba39adb9f0a93dd4ef650647f88c54f726240adef5e1372ac98100dc,79be4b2c0f28dc1923e35f95b3d98bc5e9e3087f80a59d25c40a26218aaeb3ff,1a647615916de7780d82c8df8329e86cf8067c43468ad1b83b4efe5476789c3e,66a04abb8e2265e0b4ce86751c7f0d19ab1c90762683b326a30f703ff81f076e,292e315e2a88676115bd0b48f79ded717e1cf2d923570833aebaf06eb52af249,5daf63275d7dca465ce225783c0f80c385f7facaf5e8d5c09b756d5368924faa,221272e37996aaf784bfc3c3be1e24cd645777bbbdf04501cbdf7a9def1934b6,773b2df5ed0474b838f20224ef6981008a19566473ecf14170e10333b7c99688,6ab8446f641d7ba0269904af9d0a878576bc2d27500d0c99a8185b1e07b94aa7,ca27a64053c8475f743b81f81a20075c2a24e11a3b4393f22633e4a83e425a79,f1e1b0f963e342c23173bab3a541b69c521276ff8c535b7a79e629d8189f4667,d77b476e1eecd0047f0a56d896b4937022404eac0737fb3c22b17fb2708a5599,cf02078c68d2f86d6ac0acd3335585be0d01b318fcb50314c0c0a697745ae5c5,a5caeff9e8c205b4265f78092c7fe4ce9cc0f5b61bfe998627d712d2113d4b35,9a0d137e47371a1e58fc549e1455a947c8c725e9d75c267714f64358dccfb63c,01b94b55e3573396298c014ccd3e07edb1ec584a3ffb0aa760876d1a16557e1e,5d06984f8b245f1d1cce38097bed79994e7c30f4c87963ad819865961cf2c816,f9da2b8aed778aabdfddf65b6c6eefb20689528c31848a61724aab93f5c08284,ef00771f28c5f4ddd79917c86581efba8ef6e3fc28f785bd181b7f7a8e9ee497,64bdd928e8cfba45b661d9d16bf168645a1ea63d4ae0a19daef6c47812ef37b4,cfde0391f3e48bbb84556064cc777cd37c35a57483e96ea3e64c50f3bf297a3f,9f91c91190089297fb11644cacdc8c3f4f15477d5ea3ff2a88dcfdc9f77e43ce,b18c5da89f2619ec411b1d73fef46e5c16e1dfd6fb6af5b9060e754a63ab468d,260ecd5ec79c2a52f0a5364fda98cbdacb8aafcca1bb028551df9e73dbf4fc73,9ee3a34afdadead8f7eed06db8d5abd634c2247e59ae4fab77fb0e58f189744a,f9ffd99d12d1e02d67503695ad943612958139bc2d2d44430491a1c4f7b29e73,2150ab7b7e16a14fb09c61400c4cc2ee79561a275b86b64859e0b5b3cb71e715,378a66e7f2188bc98e2f9321bd0e5a77f7e826babdded92f8c81352f435d9ff1,b0180eeb51e55c3f44a8094638895fe9a7a8c63464e6f608cb99651350c15bd9,960f8d40517ca3a570a95dc668dee4f85ace28764be8916af91703476d7ba2bd,5ede5bd8047e009249ec0336d9e49039b8e7fce7428c81a21533f63bcf04f664,4ead0809387f4d80b30a00724e86373e88a5b75a1fa163633650a7f86ce8d9ab,a62e8c124f08ee396250279cdda6757a4d820c7da779da731041d08d474429e3,ff45f93e6dea6ade1a09b5cdc00ad31b4e6b584e8e42b5a5fc7c9e959d7ff0e6,143088ccbb3ef6bc0673cdd918288eea66096dcd93fe27598a8adfabacaf8d25,99f329a2d8add38b7af04f840838e71dc8d3b1800bd2ae57756606747c8155a6,7e21a348a68f587107d82244b62fb0bbdc8c6ec25a1abab292886cd9653766fc,163c7a5f59dc903a7a4404fdd101423c0d0be433948a83a0e0138bc18724a299,63decca2094ed2c54089177379ae0c4f3ee32cb47414eb95e78ae7abec1df16f,8a18540369f20e9b5e0dbbcc5d10391bab837a5de035b1d3a3517a639b740885
"30","0","1","0","0","0","0","0","0","0","0","0","1","620060001","258","61001007","61001004","1","0","61001005","0","0","0","600000001","0","0","600110011","620090001","0","1001","1","0","18","0","0","0","0","1","1001","620130001","36"
"30","0","1","0","0","0","0","0","0","0","0","0","1","620060001","258","61001007","61001004","1","0","61001005","0","0","0","600000002","0","0","600110021","620090001","0","2001","1","0","18","0","0","0","0","1","2001","620130001","36"
"30","0","1","0","0","0","0","0","0","0","0","0","1","620060001","258","61001007","61001004","1","0","61001005","0","0","0","600000003","0","0","600110031","620090001","0","3001","1","0","18","0","0","0","0","1","3001","620130001","36"
"30","0","1","0","0","0","0","0","0","0","0","0","1","620060001","258","61001007","61001004","1","0","61001005","0","0","0","600000004","0","0","600110041","620090001","0","4001","1","0","18","0","0","0","0","1","4001","620130001","36"
"30","0","1","0","0","0","0","0","0","0","0","0","1","620060002","268","61001007","61001004","1","0","61001005","0","0","0","600000005","0","0","600110051","620090002","0","5001","1","0","18","0","0","0","0","1","5001","620130002","36"
"30","0","1","0","0","0","0","0","0","0","0","0","1","620060003","273","61001007","61001004","1","0","61001005","0","0","0","600000006","0","0","600110061","620090003","0","6001","1","0","18","0","0","0","0","1","6001","620130003","36"
"30","0","1","0","0","0","0","0","0","0","0","0","1","620060004","281","61001007","61001004","1","0","61001005","0","0","0","600000007","0","0","600110071","620090004","0","7001","1","0","18","0","0","0","0","1","7001","620130004","36"
"30","0","1","0","0","0","0","0","0","0","0","0","1","620060005","288","61001007","61001004","1","0","61001005","0","0","0","600000008","0","0","600110081","620090005","0","8001","1","0","18","0","0","0","0","1","8001","620130005","36"
"30","0","1","0","0","0","0","0","0","0","0","0","1","620060006","298","61001007","61001004","1","0","61001005","0","0","0","600000009","0","0","600110091","620090006","0","9001","1","0","18","0","0","0","0","1","9001","620130006","36"
"30","0","1","0","0","0","0","0","0","0","0","0","1","620060007","309","61001007","61001004","1","0","61001005","0","0","0","600000010","0","0","600110101","620090007","0","10001","1","0","18","0","0","0","0","1","10001","620130007","36"
"30","0","1","0","0","0","0","0","0","0","0","0","1","620060008","313","61001007","61001004","1","0","61001005","0","0","0","600000011","0","0","600110111","620090008","0","11001","1","0","18","0","0","0","0","1","11001","620130008","36"
"30","0","1","0","0","0","0","0","0","0","0","0","1","620060009","321","61001007","61001004","1","0","61001005","0","0","0","600000012","0","0","600110121","620090009","0","12001","1","0","18","0","0","0","0","1","12001","620130009","36"
"30","0","1","0","0","0","0","0","0","0","0","0","1","620060010","326","61001007","61001004","1","0","61001005","0","0","0","600000013","0","0","600110131","620090010","0","13001","1","0","18","0","0","0","0","1","13001","620130010","36"
"30","0","1","0","0","0","0","0","0","0","0","0","1","620060011","336","61001007","61001004","1","0","61001005","0","0","0","600000014","0","0","600110141","620090011","0","14001","1","0","18","0","0","0","0","1","14001","620130011","36"
"30","0","1","0","0","0","0","0","0","0","0","0","1","620060012","341","61001007","61001004","1","0","61001005","0","0","0","600000015","0","0","600110151","620090012","0","15001","1","0","18","0","0","0","0","1","15001","620130012","36"
"30","0","1","0","0","0","0","0","0","0","0","0","1","620060013","351","61001007","61001004","1","0","61001005","0","0","0","600000016","0","0","600110161","620090013","0","16001","1","0","18","0","0","0","0","1","16001","620130013","36"
"30","0","1","0","0","0","0","0","0","0","0","0","1","620060014","356","61001007","61001004","1","0","61001005","0","0","0","600000017","0","0","600110171","620090014","0","17001","1","0","18","0","0","0","0","1","17001","620130014","36"
