1341d6fe63f604144b03703b07e4f941602bc14c77fc4f13d721b9ba6a846ccb,5c392beb740426d335527f1235329a5120c2756a4fea697b7bb657ba5daf0888,55c3419514fa81eb7f77e5ed60d6ee9c0a55bb92ce11101429ed676e0e177cdf,6eef03a09e08a3d3a731063394f338b38211dc04c1f3fc2cb29f737b54a95cb1,016d02582e31e90965232476064f48f903f257e1c5949e47cefec6381727e6bd,7b08c7b9e173aa3492e71c4b19e52a4eaf830b72e6d36c51dff22c52fd6ce426,1f55f22b9b11962a087ee3303885d8d8d65c5d2ecf89fcee8ee056e0296d9a07,a19d8e79f63b53607b1e88044f1da7ce57dce88e18f7f0c47b48a20eaa5dc006,4cfa3c9a78cad92e9658b8b7c7a116911bc7ff87d02b18c89e6b5ce902557665,95110a27eb7e27e0dd806d51022d77a8727fe3e21f0167b8c555b8b7ef850ad0,fb72e7e05b8365346355fc4fabf855c089e6a6521e2835f1bdd40c95bec92cc8,6a223e818c78dd655b59cca2e89360d2c9b3a71d5785ffca1bb423ea3020cb01,0345fa92a6283750c23047fc1c4bdddb9aed6c4f3b51f351e589bfb652c0ec32,d89320ce6a07a3f54807d7f0be9bc182bc6a1907f34380d716e14cfc608a8ee6,b303badf48d4ad19c5fde99698109162beab50b7b44656500c9aefc54bfdb7f6
"100584","800100101","？？？","-75","-30","100584","1","bgm_M220","2","100000","1001001","90","350","bgm_M220","0"
"100584","800100102","？？？","-75","-30","100584","1","bgm_M220","2","100000","1001002","90","350","bgm_M220","0"
"100584","800100103","？？？","-75","-30","100584","1","bgm_M220","2","100000","1001003","90","350","bgm_M220","0"
"100584","800100101","？？？","-75","-30","100584","1","bgm_M221","2","100000","1001004","90","350","bgm_M221","0"
"100584","800100102","？？？","-75","-30","100584","1","bgm_M221","2","100000","1001005","90","350","bgm_M221","0"
"100584","800100103","？？？","-75","-30","100584","1","bgm_M221","2","100000","1001006","90","350","bgm_M221","0"
"100584","800100201","？？？","-75","-30","100584","1","bgm_M220","2","100000","1002001","90","350","bgm_M220","0"
"100584","800100202","？？？","-75","-30","100584","1","bgm_M220","2","100000","1002002","90","350","bgm_M220","0"
"100584","800100203","？？？","-75","-30","100584","1","bgm_M220","2","100000","1002003","90","350","bgm_M220","0"
"100584","800100201","？？？","-75","-30","100584","1","bgm_M221","2","100000","1002004","90","350","bgm_M221","0"
"100584","800100202","？？？","-75","-30","100584","1","bgm_M221","2","100000","1002005","90","350","bgm_M221","0"
"100584","800100203","？？？","-75","-30","100584","1","bgm_M221","2","100000","1002006","90","350","bgm_M221","0"
