74e0eb7d73e04c10cd7251b3085ef722ab8cd886aacc64e3b3940bfa69b49963,49f6fe8ad7d07513c99687e061178d52c6d179d32dcdaea066ba8f1a2bfb3a79,27bb7bd6baef20f8ca5abf4d5e497a3a04e338305ba35b81417329d7f0c0dc17,7733f463babf801d27711003496a048b4e5c33164ab0da1d2ef8c9a2342b4628,9f4ed3a1cce5e626d5992f04d2aef33e30861fccac997f1bf0da6d668cfb2a4d,f78298a9a28652a8be8daa6b306c07879159d7dc94fef7531e93dec13359603e,5094307605a13dc6b38492c55579ea9a443b1edbd058689d08c2bb2c5b4ba192,0bb4bc1a8123f090d83ac9c4e6b80d17b3d2bf4e14cfc415b101c5cb82e59c0b,abb346dead36b4f4c1de7682c6668806813779dc729c75a76499bafcbe8a8a33,7ec47858c6541a1df8ec43f97ce584fcf3d2bd4dc4dc5c1ab67660176f087a07,0086db55b145deeb5a05c9be1f5adcc6009782d0568aecc7a2f365aea0a485c8,e891aadfd540b90c0dc8237c05bbfe5bfcb7485eade68d74502a8e1dd29dc5c8,39ba8c061b9e71772d103297ffd4777e56b2470f42be288c470a3a3a28f6d9de,9a531177a7cf13c5ac9ad35ea85c93c4b49ee12783b493d4e769767f5f5d71df,a44d1b7b846e96ff091b721da48d9c1061b5cd87845f9e5737225b68cf8bf14b,afabfc26acf939e64cca61ecaa5308624e1faf7ee3d8a2944c3e2d0649df14af,c00b0dfc6cb043db29b974dadab0ba2ccdb3742a69b2f5edd2a95cf6d92a5ddb,ef6d4bae240c07c6a448a0b28329676e33a18cd7b891089970ec4196639b6e68,1179aa157eaf67add47da7c28e481143249328dcc9a2ee895ec0dcc006f91e01,f5fb0871ca03fd568642b21597e611351c4347b6518a2537367f7127d005e905,5201813805381181ae0e416b9d769231310446667afadf09382e7a445187fbed,b314dcd75a6be89f0cda8acdbab94f91d05b86f5bb8a5268136482cdb0adba80,8980fa9a3ecf7901114f42740e0971ccf599ecce5e8d95e7f56bf8dd03125367,78f46c0f0fcb335757240d0250994d06e57430f8f37295680833ce6716a161e0,fbf38a0c09987e22e2131851956e966db4c82bda047e7fc4c99d3a3e2462df7a,4b74e20d7140d207b0997ab7428ced9ef8bc7c4455bd8284552d2c403ff53051,e2505fba188f732b18445bc2c2c469035f4654d9eb4540cc51bfd3a75da50345,1a59e3a251a42bd9ec9cb1e0d962e28d947cd01e561710514a74bde946915d3c,6a3e1b37ba9c5b5ddf804ecf028e32454395055e011ed6b24492f76eb02df5d3,9936f7fdb334bee48ee4554b6547c1f4f65186ca438b6e2e94bcbc08fd58133e,62050d72f75f99b0cf385128f73ab3be168d9d25ebe916fb0db0aca7128dcbf9,0737e5dd9daddf69510bf288e3224fed41cd9e7f18a1e35f1cd8ef7c055b24dd,49fe6b1dcc82d05e29fc29f149a38cadaff658dd46cfdb83222d5e76b68ea8d1,6b18204119082395195824faadbc749c11694f7e595495f4424ebc576f97dee7,12f6fac326389e41eec13ccbbac845c586acd1630549b0b38b61c1e01e939659,9ab015a8bcefe26d45d84cd00c2e86d6853f332b44cae9d1bfdf4203b211b231,940a103008d797810e48fdc8de3ad980d5c4ea0ef93d72a203d2a483c653bf00,2c299c3dbb94a12ccebd22a237c76ce88f5a0d10f7867d0800820ebc5b14c04f,d71e4993d0cc7709c355f96c81c811449d4f4d33db31377a09c413de54e144a3,83b7c80dd2372ba77ac3beb16f8188ccb3f4146dc49ab85fc77a85ff68db0f0c,b0cc60cba48f4ae91a361f6a7d9d769f785d13fd1704c802cd4361bd38e2ddee,d3ccf650a4617d9967387354787ec6c661a63bb11ff3e35feabdc10693bf59dd
"0","1","1","0","0","710000101","71","21","10","71","0","51","0","0","0","0","71","31","1","0","0","0","0","0","日和的闇影","71","0","0","600101","200000001","30","1","0","0","0","0","0","11536","0","1150","0","10"
"0","1","1","792","0","710000102","71","52","10","71","0","51","0","0","0","0","71","35","1","0","0","0","0","0","搗蛋惡魔","71","0","0","203200","200000001","30","1","0","0","0","0","0","13553","0","0","0","10"
"0","1","1","600","0","710000103","71","48","10","71","0","51","0","0","0","0","71","35","1","0","0","0","0","0","洞窟蝙蝠","71","0","0","202500","200000001","30","1","0","0","0","0","0","11969","0","0","0","10"
"0","1","1","0","0","710000104","71","57","10","71","0","51","0","0","0","0","71","300","1","0","0","0","0","0","魔像","71","0","0","201200","200000001","30","1","0","0","0","0","0","12917","0","1047","0","10"
"0","1","1","0","0","710000105","71","35","10","71","0","51","0","0","0","0","71","40","1","0","0","0","0","0","狗頭人","71","0","0","201100","200000001","30","1","0","0","0","0","0","10383","0","729","0","10"
"0","1","1","0","0","710000201","72","20","10","72","0","52","0","0","0","0","72","32","1","0","0","0","0","0","怜的闇影","72","0","0","600301","200000001","30","1","0","0","0","0","0","13844","0","1150","0","10"
"0","1","1","0","0","710000202","72","31","10","72","0","52","0","0","0","0","72","40","1","0","0","0","0","0","堅果射手","72","0","0","203700","200000001","30","1","0","0","0","0","0","16614","0","897","0","10"
"0","1","1","0","0","710000203","72","35","10","72","0","52","0","0","0","0","72","48","1","0","0","0","0","0","鑽頭鼴鼠","72","0","0","203500","200000001","30","1","0","0","0","0","0","17787","0","673","0","10"
"0","1","1","0","0","710000204","72","35","10","72","0","52","0","0","0","0","72","48","1","0","0","0","0","0","獸人","72","0","0","203800","200000001","30","1","0","0","0","0","0","25070","0","1310","0","10"
"0","1","1","973","0","710000205","72","44","10","72","0","52","0","0","0","0","72","31","1","0","0","0","0","0","岩窟蝸牛","72","0","0","202600","200000001","30","1","0","0","0","0","0","14842","0","0","0","10"
"0","1","1","0","0","710000301","73","21","10","73","0","53","0","0","0","0","73","34","1","0","0","0","0","0","胡桃的闇影","73","0","0","602101","200000001","30","1","0","0","0","0","0","14709","0","1169","0","10"
"0","1","1","0","0","710000302","73","40","10","73","0","53","0","0","0","0","73","300","1","0","0","0","0","0","哥布林護衛","73","0","0","203300","200000001","30","1","0","0","0","0","0","8081","0","853","0","10"
"0","1","1","0","0","710000303","73","35","10","73","0","53","0","0","0","0","73","53","1","0","0","0","0","0","岩石蜥蜴","73","0","0","202901","200000001","30","1","0","0","0","0","0","20072","0","1193","0","10"
"0","1","1","0","0","710000304","73","53","10","73","0","53","0","0","0","0","73","66","1","0","0","0","0","0","寄居蟹騎士","73","0","0","202700","200000001","30","1","0","0","0","0","0","16153","0","1125","0","10"
"0","1","1","856","0","710000305","73","49","10","73","0","53","0","0","0","0","73","36","1","0","0","0","0","0","幼年巨蜥","73","0","0","203100","200000001","30","1","0","0","0","0","0","14384","0","0","0","10"
"0","1","1","0","0","710000401","74","22","10","74","0","54","0","0","0","0","74","33","1","0","0","0","0","0","禊的闇影","74","0","0","600401","200000001","30","1","0","0","0","0","0","14709","0","1169","0","10"
"0","1","1","0","0","710000402","74","58","10","74","0","54","0","0","0","0","74","300","1","0","0","0","0","0","魔像","74","0","0","201200","200000001","30","1","0","0","0","0","0","18818","0","1246","0","10"
"0","1","1","0","0","710000403","74","36","10","74","0","54","0","0","0","0","74","40","1","0","0","0","0","0","擲岩猴","74","0","0","200100","200000001","30","1","0","0","0","0","0","12818","0","816","0","10"
