5b3bbaf6cd75dfedf48e9e5869b3f7a54b7eb3327a28d48e454813102e79a40f,b2a3443cbb418239767450351dcd1445a418eaac7f38b7093416122a301a99f3,5ce6cbc973c42d5136115ecc5567b9baeff1a4081d7f79562c9f9dc5dc957227,9595d8087a76ec89c06ac77d6c62c1204781196104a4eeab69c5486ef9225749,093a76f2059e9980d8908c94339d45d099b072d61c290a6913a5b69b985b9089,3983f4b0ac80bdcf372ef1113c43da5e476ffa146287a3c23ee55a57182b72ae,180153e7f211646312753ffca38cb53efa812d7ae91b59a6deae0a364bea3a00,b04748449e4f66827b65943d5e188a4b7edddf5bcbb54908ede44c6cd68cb47e,de67ce189ea9c9bfd1545cf35788a55b54398ffe060a8a0ceb42500651fdc662,0591f26117c12847fcfa70c6c1a74ff7c52d0020cc1150d5e317d0d916c2c3c8,a8f8d54cc1b4bbbfb9b5e35eee0d31ca092875d7f7dce7bb5749c5e11fc96ea3,fcd3e50d7ce71714078c5fc0ab7d2105d3f0d0eabce00c64b34b6ca27e363f67,bed9237730c4a94216726d87eecf08cc115ae78b2f3ae816d12991d9830c2491,2364ea4757a57e0cfbab2e3064f05064381725afab85d423e01d481e59fe9b0b
"-1","19","0","-1","-1","0","-1","1","-1","-1","180","1","180","1"
"-1","19","0","-1","-1","0","-1","1","-1","-1","180","2","180","1"
"-1","19","0","-1","-1","0","-1","1","-1","-1","180","3","180","1"
"-1","19","0","-1","-1","0","-1","1","-1","-1","180","4","180","0"
"-1","19","0","-1","-1","0","-1","1","-1","-1","180","5","180","1"
"-1","19","0","-1","-1","0","-1","1","-1","-1","180","6","180","1"
"-1","19","0","-1","-1","0","-1","1","-1","-1","180","7","180","1"
"-1","19","0","-1","-1","0","-1","1","-1","-1","180","8","180","1"
"-1","23","0","-1","-1","0","-1","1","-1","-1","215","9","215","1"
"-1","23","0","-1","-1","0","-1","1","-1","-1","215","10","215","1"
"-1","23","0","-1","-1","0","-1","1","-1","-1","215","11","215","0"
"-1","23","0","-1","-1","0","-1","1","-1","-1","215","12","215","1"
"-1","23","0","-1","-1","0","-1","1","-1","-1","215","13","215","1"
"-1","23","0","-1","-1","0","-1","1","-1","-1","215","14","215","1"
"-1","23","0","-1","-1","0","-1","1","-1","-1","215","15","215","1"
"-1","23","0","-1","-1","0","-1","1","-1","-1","215","16","215","1"
"-1","26","0","-1","-1","0","-1","1","-1","-1","250","17","250","1"
"-1","26","0","-1","-1","0","-1","1","-1","-1","250","18","250","0"
"-1","26","0","-1","-1","0","-1","1","-1","-1","250","20","250","1"
"-1","26","0","-1","-1","0","-1","1","-1","-1","250","21","250","1"
"-1","26","0","-1","-1","0","-1","1","-1","-1","250","22","250","1"
"-1","28","0","-1","-1","0","-1","1","-1","-1","260","23","260","0"
"-1","26","0","-1","-1","0","-1","1","-1","-1","250","24","250","1"
"-1","26","0","-1","-1","0","-1","1","-1","-1","250","25","250","1"
"-1","29","0","-1","-1","0","-1","1","-1","-1","280","26","280","0"
"-1","29","0","-1","-1","0","-1","1","-1","-1","280","27","280","1"
"-1","29","0","-1","-1","0","-1","1","-1","-1","280","28","280","1"
