a3c95b7ed9d2c9bbdd9dfd5907cc265421d6b78a9f51ed3df1eda57a68a246e7,a52c6b2c719b04857b0f33ca11ddf5def572495437212dccd7c24a0fc9d6406f,76d0e05d48b45b3252f390a4a8d92b6964305f2d91fc601ab400c87d98a599c3,7896cf06a1ca2e80a1927ed1faf7de1f397c8db2478972248e1db226e4cda7cb,dc6d0d2c40bda57aa16d7f66b67d682cb791958304005637a1464df2a055c0fd,ad5072e7327fa079ea4a1c658d12c54118d271e3f22d3f852d6bd30c8ee157c6,2dceb421cea64262cf59ce30e62823dfb52d94dbe2519bc2e29385e1e71e6be3,f7bd0e082a87cd070612e07c21efb9af31be248cb9cdc6c31243099c03c4c9d0,91c5b4923e588ae07028c94ef5d47e4b2effd61eed2735e957d53b50d51cadf9,e808e212954ab8c42f5333cce42a8905ddf54947a30630107fa2037b6928a612,d7344010fc4b096064ba9e739b3e45d6262e6bf99058ee1fcd1608c66633b77b,d1dfec5c03f54d80136b5c465c88a17f6e63782cf1109b5d88d5f6aae37ce12c,3c20c927f344fe157b7499e4403f1cc8be4961408e6e483a35fdc1d412c18572,f4ef4dd3995958219368c7f4a2e4ef6b241162ea40db2d48f9bd99557d360553,0d401a18466c3f4b37c7abde36023cdf0575c4107bc51640ac8efa60e17ae0fc,c23a3068b327b970d67bc0d2a88897addca0dd22e8d2539c757da731312318ab,7037757644869afe863bf225645ac269e2626d521eed2bcb932d23631f2885e4,816a110a8f7b11500c3f042a062f4570a04461ba8961d3423be7ea7c066d752c,7f990f7bfb08e6491798e8117f30fab3a147cf1f12a7073367d4245f448dafda,5595d9d31d37d95906c8e58260ea8bf1cfa6e2c75ed39e421f1ab2f3be7e7e63
"100111","0","1","0","0","0","1001002","0","0","0","100100201","0","0","1001","1","0","0","0","0","0"
"0","-840","1","0","0","0","1001008","0","0","0","100100801","0","0","1001","0","0","0","0","1","0"
"100131","0","1","0","0","0","1001011","0","0","0","100101101","0","0","1001","1","0","0","1001011","0","0"
"100131","0","1","0","0","0","1001011","0","0","0","100101102","0","0","1001","1","0","0","1001011","0","0"
"100211","0","1","0","0","0","1002001","0","0","0","100200101","0","0","1002","1","0","0","0","0","0"
"0","-920","1","0","0","0","1002008","0","0","0","100200801","0","0","1002","0","0","0","0","1","0"
"0","-920","1","0","0","0","1002011","0","0","0","100201101","0","0","1002","0","0","0","0","1","0"
"100231","0","1","0","0","0","1002011","0","0","0","100201102","0","0","1002","1","0","0","0","0","0"
"100311","0","1","0","0","0","1003003","0","0","0","100300301","0","0","1003","1","0","0","0","0","0"
"0","-820","1","0","0","0","1003008","0","0","0","100300801","0","0","1003","0","0","0","0","1","0"
"100332","0","1","0","0","0","1003011","0","0","0","100301101","0","0","1003","1","0","0","1003011","0","0"
"100332","0","1","0","0","0","1003011","0","0","0","100301102","0","0","1003","1","0","0","1003011","0","0"
"100411","0","1","0","0","0","1004007","0","0","0","100400701","0","0","1004","1","0","0","0","0","0"
"0","-900","1","0","0","0","1004008","0","1","0","100400801","0","0","1004","0","0","0","0","1","0"
"100431","0","1","0","0","0","1004011","0","0","0","100401101","0","0","1004","1","0","0","0","0","0"
"100511","0","1","0","0","0","1005006","0","0","0","100500601","0","0","1005","1","0","0","1005006","0","0"
"100511","0","1","0","0","0","1005006","0","0","0","100500602","0","0","1005","1","0","0","1005006","0","0"
