842252daf46d5e30d08b683da2dfd8877fe12b1baa19117209d7df6bcf376599,12db3871acdd52763ce4dd753ecdbd0786ef96e4bf41f30c0ccde549d24dcd88,cba243c7c8755955955c54408f82362193338c239416721abaead520a840c27c,28bc6b379f0d213f1762f1cc65359bd49c6ed5511e81623283c796356087c8cb,8c6106010223dc30a8b3a722c702e9544b33ecadf0c32d5f5f16a7915742f5d4,6fe05fbbf9f29c223f863f61c388303b5f8f24fa6971ccebd01ac7ca5bf54cde,90af66d39337604007f53b2103b2877ab15998d6433116285c3a9578eb46c100,e14c063b34fee13a5de0875a6807ea0cec54be13ae335bb612414c5ea42efad3,62c2e49822523a66b4274e469f97c2ae87a4f080309948f267fe65693aa51550,bc3f2f552004724f6b2adfa08b86658083143ef50cace051956f2db58a1baab4,37351378faa711ec6cbb164106256b5ba7305a00dc106f9d4798a24a85397644,bff31d8bea34b5c04f570dac93554355bff070a52093187224b0ab2a3a46b4e6,3f383a6d3889b1703e131635d1b68071e35703df0d4e24fd4a621b529fdd3408,682104c0852955eb3cbc5e3beed50c6fc9c8820f672c392215b5e15f1500306f,503ded3f401f8b46488cf4f7201e9e3cecb4ae6575ea0a9ccd51bc4b656bd95f
"0","1","0","3200101","32001001","32001","603","0","80001","2030/04/01 14:59:59","1","2015/04/01 15:00:00","1st Round Clear！","1004110","登頂1次特殊地下城"
"0","1","0","3200102","32001002","32001","603","0","80001","2030/04/01 14:59:59","2","2015/04/01 15:00:00","2nd Round Clear！","1004110","登頂2次特殊地下城"
"0","1","0","3200103","32001003","32001","603","0","80001","2030/04/01 14:59:59","3","2015/04/01 15:00:00","3rd Round Clear！","1004110","登頂3次特殊地下城"
"0","1","0","3200104","32001004","32001","603","0","80001","2030/04/01 14:59:59","4","2015/04/01 15:00:00","4th Round Clear！","1004110","登頂4次特殊地下城"
"0","1","0","3200105","32001005","32001","603","0","80001","2030/04/01 14:59:59","5","2015/04/01 15:00:00","CONQUEST！","1004110","登頂5次特殊地下城"
"0","1","0","3200201","32001001","32002","603","0","80001","2030/04/01 14:59:59","1","2015/04/01 15:00:00","1st Round Clear！","1004110","登頂1次特殊地下城"
"0","1","0","3200202","32001002","32002","603","0","80001","2030/04/01 14:59:59","2","2015/04/01 15:00:00","2nd Round Clear！","1004110","登頂2次特殊地下城"
"0","1","0","3200203","32001003","32002","603","0","80001","2030/04/01 14:59:59","3","2015/04/01 15:00:00","3rd Round Clear！","1004110","登頂3次特殊地下城"
"0","1","0","3200204","32001004","32002","603","0","80001","2030/04/01 14:59:59","4","2015/04/01 15:00:00","4th Round Clear！","1004110","登頂4次特殊地下城"
"0","1","0","3200205","32001005","32002","603","0","80001","2030/04/01 14:59:59","5","2015/04/01 15:00:00","CONQUEST！","1004110","登頂5次特殊地下城"
"0","1","0","3200301","32001001","32003","603","0","80001","2030/04/01 14:59:59","1","2015/04/01 15:00:00","1st Round Clear！","1004110","登頂1次特殊地下城"
"0","1","0","3200302","32001002","32003","603","0","80001","2030/04/01 14:59:59","2","2015/04/01 15:00:00","2nd Round Clear！","1004110","登頂2次特殊地下城"
"0","1","0","3200303","32001003","32003","603","0","80001","2030/04/01 14:59:59","3","2015/04/01 15:00:00","3rd Round Clear！","1004110","登頂3次特殊地下城"
"0","1","0","3200304","32001004","32003","603","0","80001","2030/04/01 14:59:59","4","2015/04/01 15:00:00","4th Round Clear！","1004110","登頂4次特殊地下城"
"0","1","0","3200305","32001005","32003","603","0","80001","2030/04/01 14:59:59","5","2015/04/01 15:00:00","CONQUEST！","1004110","登頂5次特殊地下城"
"0","1","0","3200401","32001001","32004","603","0","80001","2030/04/01 14:59:59","1","2015/04/01 15:00:00","1st Round Clear！","1004110","登頂1次特殊地下城"
"0","1","0","3200402","32001002","32004","603","0","80001","2030/04/01 14:59:59","2","2015/04/01 15:00:00","2nd Round Clear！","1004110","登頂2次特殊地下城"
"0","1","0","3200403","32001003","32004","603","0","80001","2030/04/01 14:59:59","3","2015/04/01 15:00:00","3rd Round Clear！","1004110","登頂3次特殊地下城"
"0","1","0","3200404","32001004","32004","603","0","80001","2030/04/01 14:59:59","4","2015/04/01 15:00:00","4th Round Clear！","1004110","登頂4次特殊地下城"
"0","1","0","3200405","32001005","32004","603","0","80001","2030/04/01 14:59:59","5","2015/04/01 15:00:00","CONQUEST！","1004110","登頂5次特殊地下城"
"0","1","0","3200501","32001001","32005","603","0","80001","2030/04/01 14:59:59","1","2015/04/01 15:00:00","1st Round Clear！","1004110","登頂1次特殊地下城"
"0","1","0","3200502","32001002","32005","603","0","80001","2030/04/01 14:59:59","2","2015/04/01 15:00:00","2nd Round Clear！","1004110","登頂2次特殊地下城"
"0","1","0","3200503","32001003","32005","603","0","80001","2030/04/01 14:59:59","3","2015/04/01 15:00:00","3rd Round Clear！","1004110","登頂3次特殊地下城"
"0","1","0","3200504","32001004","32005","603","0","80001","2030/04/01 14:59:59","4","2015/04/01 15:00:00","4th Round Clear！","1004110","登頂4次特殊地下城"
"0","1","0","3200505","32001005","32005","603","0","80001","2030/04/01 14:59:59","5","2015/04/01 15:00:00","CONQUEST！","1004110","登頂5次特殊地下城"
"0","1","0","3200601","32001001","32006","603","0","80001","2030/04/01 14:59:59","1","2015/04/01 15:00:00","1st Round Clear！","1004110","登頂1次特殊地下城"
"0","1","0","3200602","32001002","32006","603","0","80001","2030/04/01 14:59:59","2","2015/04/01 15:00:00","2nd Round Clear！","1004110","登頂2次特殊地下城"
"0","1","0","3200603","32001003","32006","603","0","80001","2030/04/01 14:59:59","3","2015/04/01 15:00:00","3rd Round Clear！","1004110","登頂3次特殊地下城"
"0","1","0","3200604","32001004","32006","603","0","80001","2030/04/01 14:59:59","4","2015/04/01 15:00:00","4th Round Clear！","1004110","登頂4次特殊地下城"
"0","1","0","3200605","32001005","32006","603","0","80001","2030/04/01 14:59:59","5","2015/04/01 15:00:00","CONQUEST！","1004110","登頂5次特殊地下城"
"0","1","0","3200701","32001001","32007","603","0","80001","2030/04/01 14:59:59","1","2015/04/01 15:00:00","1st Round Clear！","1004110","登頂1次特殊地下城"
"0","1","0","3200702","32001002","32007","603","0","80001","2030/04/01 14:59:59","2","2015/04/01 15:00:00","2nd Round Clear！","1004110","登頂2次特殊地下城"
"0","1","0","3200703","32001003","32007","603","0","80001","2030/04/01 14:59:59","3","2015/04/01 15:00:00","3rd Round Clear！","1004110","登頂3次特殊地下城"
"0","1","0","3200704","32001004","32007","603","0","80001","2030/04/01 14:59:59","4","2015/04/01 15:00:00","4th Round Clear！","1004110","登頂4次特殊地下城"
"0","1","0","3200705","32001005","32007","603","0","80001","2030/04/01 14:59:59","5","2015/04/01 15:00:00","CONQUEST！","1004110","登頂5次特殊地下城"
"0","1","0","3200801","32001001","32008","603","0","80001","2030/04/01 14:59:59","1","2015/04/01 15:00:00","1st Round Clear！","1004110","登頂1次特殊地下城"
"0","1","0","3200802","32001002","32008","603","0","80001","2030/04/01 14:59:59","2","2015/04/01 15:00:00","2nd Round Clear！","1004110","登頂2次特殊地下城"
"0","1","0","3200803","32001003","32008","603","0","80001","2030/04/01 14:59:59","3","2015/04/01 15:00:00","3rd Round Clear！","1004110","登頂3次特殊地下城"
"0","1","0","3200804","32001004","32008","603","0","80001","2030/04/01 14:59:59","4","2015/04/01 15:00:00","4th Round Clear！","1004110","登頂4次特殊地下城"
"0","1","0","3200805","32001005","32008","603","0","80001","2030/04/01 14:59:59","5","2015/04/01 15:00:00","CONQUEST！","1004110","登頂5次特殊地下城"
"0","1","0","3200901","32001001","32009","603","0","80001","2030/04/01 14:59:59","1","2015/04/01 15:00:00","1st Round Clear！","1004110","登頂1次特殊地下城"
"0","1","0","3200902","32001002","32009","603","0","80001","2030/04/01 14:59:59","2","2015/04/01 15:00:00","2nd Round Clear！","1004110","登頂2次特殊地下城"
"0","1","0","3200903","32001003","32009","603","0","80001","2030/04/01 14:59:59","3","2015/04/01 15:00:00","3rd Round Clear！","1004110","登頂3次特殊地下城"
"0","1","0","3200904","32001004","32009","603","0","80001","2030/04/01 14:59:59","4","2015/04/01 15:00:00","4th Round Clear！","1004110","登頂4次特殊地下城"
"0","1","0","3200905","32001005","32009","603","0","80001","2030/04/01 14:59:59","5","2015/04/01 15:00:00","CONQUEST！","1004110","登頂5次特殊地下城"
"0","1","0","3201001","32001001","32010","603","0","80001","2030/04/01 14:59:59","1","2015/04/01 15:00:00","1st Round Clear！","1004110","登頂1次特殊地下城"
"0","1","0","3201002","32001002","32010","603","0","80001","2030/04/01 14:59:59","2","2015/04/01 15:00:00","2nd Round Clear！","1004110","登頂2次特殊地下城"
"0","1","0","3201003","32001003","32010","603","0","80001","2030/04/01 14:59:59","3","2015/04/01 15:00:00","3rd Round Clear！","1004110","登頂3次特殊地下城"
"0","1","0","3201004","32001004","32010","603","0","80001","2030/04/01 14:59:59","4","2015/04/01 15:00:00","4th Round Clear！","1004110","登頂4次特殊地下城"
"0","1","0","3201005","32001005","32010","603","0","80001","2030/04/01 14:59:59","5","2015/04/01 15:00:00","CONQUEST！","1004110","登頂5次特殊地下城"
