41f0d0a54d116043621b01905cb0bf7fbc6d6d224fca25403132ea7fb18aba19,bac21424c288c7047df47d0519e80fb12c2cc46533badb1ba098ca8722e60068,787a35ca38fb3e27a79a5a4ed3423002beb08d21e78ab4575e66dbabed1094ea,c7b01f5847bfc61dc479731a9c88d053d0c2dc325fb7e80f1b050c2796893cd7,8a5c58cfcab5159eef54b08ab8db1262405ebf314d2616ea4d3eac3ef216fa2a,5df7e88ad349606ba37006de3ad23bd5a598ae7282685be12b5089fbbaa31a74,c1834f54e1439f717dedbf4834b719793d882b659b59bd221dd48ded2529b27e,9c3a45c2a7d5ad664d299f92785800bddf128cc33a91edaec88dde17ad041d0e,4c62f6d11a1d7de339156ef947da6608b48cd1834ac7a1e38e02d668faf5abe6,d3ea2633bd501bf94bc6be2b995509df95ec07e5101468b4ce9f8da2919994a8,aeb859470e44eb6d53215c3490a212d902215907b8a3c3d62d34db0251dc1fdc,c9df0e4152ab4d21c549a358c767f37a67d2e4546a03ac38ec988979bd383a7d,fb7e1921a059c139e354c17ef82798fac938fd99c67a0242fb7ee41972b3cd5e,4f532fd5e08a8d37885edbd87245bcef4a572005c9dcf2e3549c9bbec0c654fe,8d2780108bc2bddf2734cd2fdbe8b55cd0c4ecbd277da4acfcc5f22f46cee921,a2bb8909b258a9153ee7ca25e313d841d3ee55e12a7b20317d3fe3ebf279a40d,978d91d1b6d11a395578aa6cce26bcbae2969ed310a10e7cc4aa513f07dbae82,3a49fc2d6fe7cd76e82ab3f32209b15bbeac9562aee4a69f00ba4ceec41afd70,d64865c322b124f729315c4cd85c8d033d6e788e1f9af600499538a9ed5b04ae,9265eef3198f8a23ec7ec1a4877e960be1678b88b2ae9a29952a8b9cbaef4e59,ad8514391f7ac9ec2a62580492141ded61acd7388dbd39961ffb52c618ee1418,63c893299751ccf860afded6e77a267b3b03f9798fee848525794f146733424f,e8fa39cbab4bdee1b4a180671f7c589e053b6dc65eff181c225e8804bcbc41a0,5f10978c80cfe424392d9ec9effddbb9651acedc304f1beb2760269e44f5947b,3f84c446485013952f17f2c81babd02dff8c109a0f23041161297ecb5f8b5a83,65af9b9818862483d3c22262b9ff0530abd00c458385d655403c7b4ef40bebd3,3fc8cdf2e1f3ce436f891a13a95b2b39dcac5ff922e17f14288e1dc8083bb399,0b6d57d6babbb9fed81f9df17dc4a7159523f1c026abf83801f6d8e797e0972f,6c57e5f554c3a73894552cce47f3e40c23d9e82b2de89133d2a01ee4888a8714,31d10fac8de0bc7c4f185ce567928766bc8d023cf9e1f662b58b1078ca76272e,ed4a78e2079404f173e3d717ffe2ba13f0468f09c941c73f79911b870efbb90e,abe14372602f61058af27b557ab65608c549e78692f8e59987b6b3b101dc578a,073d343487fa9f4b7e496653179e51b5506723340fc92339ea10a1ea1d3bfc30,5577037974459c2467fb28eac8c5574e4e24b0369dc5d93aede6f8e8ce2f722a,56b58c59fd002bb7160136e583d9c5e035a928b6c443c7fb3a29448963fb7735,d650c7741f86d4fb39dc7aa2e1c9fdb479060d3621bc2a552ffed599d980bb8d,39feb045e3242d098ad06c143b4f6080c572d1d474ca13b3a3cffd362e213c41
"0","0","0","0","31075","0","0","0","0","0","0","0","0","0","0","0","0","0","100000","0","1","0","5","100001","10","0","0","0","31078","0","1","5","0","0","0","0","0"
"0","0","0","0","31077","0","0","0","0","0","0","0","0","0","0","0","0","0","100000","0","1","0","5","100002","10","0","0","0","31079","0","1","5","0","0","0","0","0"
"0","0","0","0","31057","0","0","0","0","0","0","0","0","0","0","0","0","0","100000","0","1","0","5","100003","10","0","0","0","31063","0","1","5","0","0","0","0","0"
"0","0","0","0","31081","0","0","0","0","0","0","0","0","0","0","0","0","0","100000","0","1","0","5","100004","10","0","0","0","31083","0","1","5","0","0","0","0","0"
"0","0","0","31027","31056","0","0","0","0","0","0","0","0","0","0","0","0","0","100000","0","1","0","5","100005","10","0","0","0","31013","0","1","5","0","0","0","0","0"
"0","0","0","0","31084","0","0","0","0","0","0","0","0","0","0","0","0","0","100000","0","1","0","5","100006","10","0","0","0","31086","0","1","5","0","0","0","0","0"
"0","0","0","0","31088","0","0","0","0","0","0","0","0","0","0","0","0","0","100000","0","1","0","5","100007","10","0","0","0","31087","0","1","5","0","0","0","0","0"
"0","0","0","0","31091","0","0","0","0","0","0","0","0","0","0","0","0","0","100000","0","1","0","5","100008","10","0","0","0","0","0","1","5","0","0","0","0","0"
"0","0","0","0","31100","0","0","0","0","0","0","0","0","0","0","0","0","0","100000","0","1","0","5","100009","10","0","0","0","31103","0","1","5","0","0","0","0","0"
"0","0","0","0","31104","0","0","0","0","0","0","0","0","0","0","0","0","0","100000","0","1","0","5","100010","10","0","0","0","31106","0","1","5","0","0","0","0","0"
"0","0","0","0","31092","0","0","0","0","0","0","0","0","0","0","0","0","0","100000","0","1","0","5","100011","10","0","0","0","31094","0","1","5","0","0","0","0","0"
"0","0","0","0","31111","0","0","0","0","0","0","0","0","0","0","0","0","0","100000","0","1","0","5","100012","10","0","0","0","0","0","1","5","0","0","0","0","0"
"0","0","0","0","31095","0","0","0","0","0","0","0","0","0","0","0","0","0","100000","0","1","0","5","100013","10","0","0","0","31096","0","1","5","0","0","0","0","0"
"0","0","0","0","31100","0","0","0","0","0","0","0","0","0","0","0","0","0","100000","0","1","0","5","100014","10","0","0","0","31103","0","1","5","0","0","0","0","0"
"0","0","0","0","31115","0","0","0","0","0","0","0","0","0","0","0","0","0","100000","0","1","0","5","100015","10","0","0","0","0","0","1","5","0","0","0","0","0"
"0","0","0","0","31104","0","0","0","0","0","0","0","0","0","0","0","0","0","100000","0","1","0","5","100016","10","0","0","0","31106","0","1","5","0","0","0","0","0"
"0","0","0","0","31120","0","0","0","0","0","0","0","0","0","0","0","0","0","100000","0","1","0","5","100017","10","0","0","0","31119","0","1","5","0","0","0","0","0"
"0","0","0","0","31075","0","0","0","0","0","0","0","0","0","0","0","0","0","100000","0","1","0","5","100018","10","0","0","0","31078","0","1","5","0","0","0","0","0"
"0","0","0","0","31107","0","0","0","0","0","0","0","0","0","0","0","0","0","100000","0","1","0","5","100019","10","0","0","0","31108","0","1","5","0","0","0","0","0"
