ae5d911534fd776e3ab9e38f98e2b06eecf30d12ac9cb22ac61d328e4a325a6c,6f694376f4414bc0e4581d3961a3ac0961ceb08eb24065eb58849b5546bcc2fb,6ba88b0e2c9c3962c7b92e83339653021de82715ef483b04715407340196569a,c90bb1918f292a3f2aef9fa55531a6b7fbd3a127c18063fae80f1f022693849b,04fd44bad5b67c089a588b66b1463274feed9b13ce9f805e2f036c8071a85cbe,050cdf46b7720bfd82aaf0c30099e449f7048a6f80105578e740f59a107d95ec,5b9c39b0d5ddbf980e417091947771876037cb303b20363d0495b39022f632f9,bfb6d2eaa43f51d4d35b97acab75a9e68cc236e933d0a9aabf506810d22efdf0,d24127e64c4d8bccaf9652caa0507b55e76ff1b19870169c86edafda61c03474,8c2804ca775e1931d783ece678fc6adf162a9095ce9382742aaf2c433e1ab5c3,a69813e060a651e8dd198ae5d8f6b94d244aaa90ab238784e580ba1eb6f62004,35f2ab310ba5717fb0467c52567b4c1b1cceaa5e8ed4d3239af9df6dbe35b88c,7737a32fe8493850ac2ed484ce6bd1b6ad7a516dcb2e51f1ea24c2989b83104a,086d70d19ce7acefe6b2058f5b696a9ec4d6b7dcac9f6a64bce7dd645905008f,1f332343f281d9303117279c376594fb0ea99c9c3e41fc5f48c3b020d29835a4,2151a4a19c705efc0db308daf71ccf8c71fc3baa52881b35ff4b64049e4dd75c,470de0a3885c7fe2ee42dd481ff5254a7a5a0bc632cdded4a30972fd782b1c44,f83e7d3b8c98b457b68da40b5815f521d9394cad8e8ef757eb6427f6a4583575,25794dfd2ef22641ce573e6dc43f5ab5362d17741148d2246072e9e937da4494,e38722146401a5b06bcbc73f5fd8ccb33dba03a39be66d4fccd63bede776eaee,012d809349ca24858ea5cc41f3c2d4c7206711e3a642ddf4836c05198746f452,236f0413c792de805694f0988b03c1881cb3cb8d0198d9fdf2b42e8f090df213,1e766e83bfd00379a7146e5f9fa39c7cc899d9e3509e4067bfdf56456a1035c2,0abb08a0dc2e2257c1ed13c26de435541313e7f20f1d42d461412777b493326c,b9a64d71cd94706ed03a4782467184ac417d6a2a3865679de486d174f42029ba,d113549cb1e1eedcfa3585aee723b5a93dc771d68d34decb26e14d5a934748eb,89853dfc5c413640231167a00ad63333f01d70ff3dd3185467850cbe97e6f6ec,09fdd760bdb235fcd97322476988b08c55faa18f3cbaef824b8175e938bbbcd1,25976255fe5b0409c0cab5ac2284c81b95b039b6e9f88ca9a6bfcd347e341ed8,e9a8157e39fbb631ca7f5fd6be517a5e9d455a387723cc7f1b180bc7f0132ece,ed292f91a621307326ee6a54c3f954925756d71169ae25c13c4a5b5aefcba7fa,5a06b9e55794572f3e8d35a7a24607745ce7579ccd703dcf2f131dd5f2a94b7e,36cd88da4a7bee728b95d51d5def7c61e5c8663b90f5769eaca87ba61a9ea22e,d6942fe1dfc672b8ba94c57e9189e8c2677f71e0d9036c16f1c8a2f9e270ef4c,4c9c5b555defbd34157ea46d17c05e12f898f71eb1b3bb97a72b6465b96ba15b,e2eb7dc30e5571099275cded51df699d6ef6b9349bd54ca6b54041ef849dd725,93d52c326f5723564fab6a40fd279a458e037a2cfc888840a779adf9abf1e9a7,7fba600175b01110ff61e828aea6570322fd6cf26f55597011ad9bef7d5981a9,5526af6964a4d53789066f362b9ae372084062efb4279288328390b20af52797,cce027c7102102b1e0f283dc2e13626d48bdf4781476441b14c8912c72913906,ace687d7573642fcb1981b83815cb8042486611d0758713de6164571f78e544a,e2fa80f1dd8254197c929009084ac60028f99982a22d779dce2607f65106749e,6b89ccd399532fdea1214da28563e821730971f367e37869e3b26c62f83ad7ec,42f26a5e1eb6e063cefbb2cce9d85e80b9c6101db0f3f3be92275b451cb28dc6
"0","0","0","0","800","0","1","305700","410010101","0","0","0","300000039","53000000","1","0","0","0","0","0","0","0","0","0","5000","0","哥布林王者","0","0","0","50","100","0","0","800","0","0","0","0","0","0","5000","12000","40"
"0","0","0","0","1000","0","1","304600","410010201","0","0","0","300000039","81000000","1","0","0","0","0","0","0","0","0","0","5000","0","雷雷","0","0","0","50","125","0","0","800","0","0","11000","0","0","0","5000","0","40"
"0","0","0","0","0","0","1","301205","410010301","0","0","0","300000039","87000000","1","0","0","0","0","0","15000","0","0","0","15000","0","碎裂魔像","0","0","0","60","150","0","0","0","0","0","0","0","0","0","15000","40500","150"
"0","0","0","0","1050","0","1","316103","410010401","0","0","0","300000039","92000000","1","0","0","0","0","0","15000","0","0","0","15000","0","雨靈","0","0","0","60","175","0","0","1050","0","0","60000","0","0","0","15000","0","130"
"0","0","0","0","1500","0","1","312502","410010501","0","0","0","300000039","193000000","1","0","0","0","0","0","30000","0","0","0","30000","0","厄勒克特拉夫人","0","0","0","60","200","0","0","2000","0","0","60000","0","0","0","30000","0","70"
"0","50000","0","0","0","0","1","304102","410010601","0","0","0","300000039","217000000","1","0","0","0","0","0","50000","0","0","0","50000","0","泰坦龍龜","0","0","100","60","225","0","50000","0","100","1","0","100","50000","0","30000","0","70"
"0","0","0","0","5000","0","1","304102","410010602","0","0","0","300000039","2100000","1","0","0","0","0","0","0","0","0","0","0","0","泰坦龍龜A","0","0","0","60","225","0","0","5000","0","0","1000","0","0","0","0","7000","0"
"0","0","0","0","1200","0","1","304102","410010603","0","0","0","300000039","10000000","1","0","0","0","0","0","0","0","0","0","0","0","泰坦龍龜B","0","0","0","60","225","0","0","1200","0","0","0","0","0","0","0","0","0"
"0","0","0","0","600","0","1","304102","410010604","0","0","0","300000039","11000000","1","0","0","0","0","0","0","0","0","0","0","0","泰坦龍龜C","0","0","0","60","225","0","0","600","0","0","0","0","0","0","0","0","0"
"0","0","0","0","2000","0","1","301102","410010701","0","0","0","300000039","250000000","1","0","0","0","0","0","30000","0","0","0","30000","0","狂焰戰熊","0","0","0","60","250","0","0","1000","0","0","0","0","0","0","30000","46000","40"
"0","0","0","0","2200","0","1","304000","410010801","0","0","0","300000039","236000000","1","0","0","0","0","0","50000","0","0","0","50000","0","夢魘","0","0","0","60","300","0","0","1600","0","0","36000","0","0","0","50000","78000","130"
"0","0","0","0","0","0","1","305803","410010901","0","0","0","300000039","335000000","1","0","0","0","0","0","50000","0","0","0","50000","0","涅普堤利昂","0","0","300","60","350","0","0","0","0","1","0","300","300","0","50000","0","90"
"0","0","0","0","10000","0","1","305803","410010902","0","0","0","300000039","4800000","1","0","0","0","0","0","0","0","0","0","0","0","涅普堤利昂A","0","0","0","60","350","0","0","10000","0","0","80000","0","0","0","0","1000","0"
"0","0","0","0","2200","0","1","305803","410010903","0","0","0","300000039","5600000","1","0","0","0","0","0","0","0","0","0","0","0","涅普堤利昂B","0","0","0","60","350","0","0","2200","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1200","0","1","305803","410010904","0","0","0","300000039","7200000","1","0","0","0","0","0","0","0","0","0","0","0","涅普堤利昂C","0","0","0","60","350","0","0","1200","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","1","302904","410011001","0","0","0","300000039","322000000","1","0","0","0","0","0","50000","0","0","0","50000","0","水之里歐斯","0","0","50000","60","450","0","0","0","0","50000","0","300","300","0","50000","0","30"
"0","0","0","0","6000","0","1","302904","410011002","0","0","0","300000039","4800000","1","0","0","0","0","0","0","0","0","0","0","0","水之里歐斯本體","0","0","0","60","450","0","0","6000","0","0","36000","0","0","0","0","72000","0"
"0","0","0","0","2000","0","1","302904","410011003","0","0","0","300000039","4800000","1","0","0","0","0","0","0","0","0","0","0","0","水瓶","0","0","0","60","450","0","0","1600","0","0","0","0","0","0","0","0","0"
"0","0","0","0","800","0","1","302100","410020101","0","0","0","300000039","83000000","1","0","0","0","0","0","12500","0","0","0","12500","0","飛龍","0","0","0","50","100","0","0","800","0","0","0","0","0","0","1","11000","20"
"0","0","0","0","800","0","1","309000","410020201","0","0","0","300000039","158000000","1","0","0","0","0","0","12500","0","0","0","12500","0","沙陸樹懶","0","0","0","50","125","0","0","800","0","0","13000","0","0","0","12500","13000","60"
"0","0","0","0","350","0","1","306306","410020301","0","0","0","300000022","106000000","1","0","0","0","0","0","20000","0","0","0","10000","0","擲岩猴仙","0","0","0","60","150","0","0","350","0","10000","15000","0","0","0","20000","15000","130"
