a5f8e83c6ac94746306a9685330a3cdb1e91079c6637f3a54e0f31e4f0025259,3545cd55d7d3bf0c858fc66a5d2828d98d694555d67af645b66ffb325b2e464b,d4adce05ecd401f4454ae3bdc9b7569d7b100cce964848daf4f7c9b18151942d,09e933bd1b3f77769d5ed3e970b93e347c455a93f0973889eb28261064518b04,645bb8b43f1211e6db5ecd7da732d94e879b052893e30659f034eadda129d48e,459a7364a4b8df0cca28c812bb945c6adc545a47e6c58d9686b5cc100d26e5f5,e24dcc0ed549e53bc8840656fd0b9f2ada5e6041fd10528d59eb208ba8d294fa,1ec3d728bf7d9e9606486965d4d4b16dd2cfe6528abd9b239b3d7e5716a22c50,e2fe4ad763ef413ea700962f8ccfb8d21d5c81d083e6fd5222c6e2203b350054,9c7bf02274dc9eeb4f900718e228bd31b21d19613f3673765fb568a3e6e74245,04f9630c8f3c15d4e487842a07853b72e36bb46e64694e1bbf82e207a8aa439d,64decd56480a06a19f7874445933c66f41ad15fb199156d298e9899594a4fab8,e9bea1722fabc08ee2d686bffb2e90492a70f8fa51770a40b86260802ca55cf2,f46f46eaf398377e7e28562942e8b2f38ae451e58bde06657ce286d968492a59,e761f758d97f6942e018794017b75997a38a038e612138eeafc1023070709893,f8f680f4861d45eefaada2b9c7efc2abcb7687f5531907040b2fe63ae2f4b98b,321b5ac87b6e813e1d4236fe5af0dfbba643c3e49e87a86b50ab257639638d69,a36d36f4dc52e55fb4f703e020ed6ee908b94caea3be42ec8ad1e33c81236988,7f710b3e802a49540f4cfbcf6db89bd324bdf32c171a2e1fce4f35dbdc5a9c30,3b0752654411968cf4a3af6cac4f7bb13d13c84c86104d921af14564a7c9e40c,56325b9fd80d3b8bc9a8689cf5b58a2b2d2133ed88616b9db7159d3791084cc5,a597b854a956277e17e14267a97d8fda07bc82360b9c81e6428c5d31e1d2d462,c9d24e5514333d1395bcd9df892eb44e361a1af40c23fd63cb79bd3b16cf35d3,ece9c6d717b1d42e4ad8885eec0dac5452108ff34f61cb67adda6a2f7289f902,c45ed3c05343a147e501814ef6315182d810ac35451c2a3c02322920c559e5c2,bf5884c38dd444447e98c53fbb31b42bb8d21b4b89dbba41c7f9ccf81ec585bc,036e93fceed800b34dd794e893d89fe29257c7d7474c1dd35bbe9679864f4cce,ba531d7903bb8efc0f02c6ae23ab6ea607fa83958b6eb4466db64edb07a58380,aa411f0656fe69396dc5b868b9659caf376e10a5c4c7b11fcbd624fab68f10d9,08a66b0b3495416f8bb18bbd159cb50d09446ea0f446a7f72796c4d735ebb149,0f0916080fa3e0e4ca8f7c2eab906ebc5e487ed7f3f4cd6827df990fff1a8020,90febae17313fa552a790a9e8402adcb436524ef92afaa120fcc13ec396716df,af0f19cc61ff20fcaed7df4abb6b48f0c0687d250199f1a2a72e8eac50f46575,078cb4c36e0f8266f0305bdebd4b3341126825221c1a9f4dfcdcd8c2e10f62d9,38e1e5fd0eb61021c08d814e514fb787cbe7ee5c4a791049581dbbc79b7cacaf,965ac78a160c7c6767b7d02d0f05bfad6d0a5f87745fc54b59238127dbb66540,b1e97013ecd2efaa6dd1748e008a8d7a97b855e8a281a86cd8cac1f283c39380,3d16ed223b21cc7cbb421713d6f60c1be01c3ce7a6faf96962a30ee74351a810,ee7219061ced1deb19cfcddb911c972ccaaa9ed11f0f928dcd98939018b0d5aa,09a82e272620434c8b9020d3fff4eae051aaefc20389041e744ae8bbd86b572d,a090ec79f37a7bbf4b080a01551eea5d96aed1f511b49e40cfe9a792c239d8ab,a1b8a2d1a1a314c368a0206bcdc7a09d7f3df39b4e4ea4b933d75783be5ccc6f,daa29b577591700f859abb165a7db4863349349fe7c2f8eae8c799e006c74d81,16ba27f6402197ab1c0d32efbea3dca438835ac2b375666f64997a06e959c65c
"253200","0","39","522","0","770110101","0","0","360","2600","0","0","315783","0","0","2901","0","2600","0","2600","2600","0","0","0","0","783","0","2600","0","1","0","0","2600","沙塵野豬","0","0","0","0","0","0","0","200000001","0","0"
"251800","0","39","522","0","770110102","0","0","360","2600","0","0","314854","0","0","3043","0","2600","0","2600","2600","0","0","0","0","783","0","2600","0","1","0","0","2600","樹精","0","0","0","0","0","0","0","200000001","0","0"
"250600","0","39","261","0","770110103","0","0","360","2600","1487","0","378036","0","0","0","0","2600","0","2600","2600","0","0","0","0","392","0","2600","0","1","0","0","2600","小狸貓","0","0","0","0","0","0","0","200000001","0","0"
"252000","0","39","522","0","770110201","0","0","360","2600","0","0","315160","0","0","2996","0","2600","0","2600","2600","0","0","0","0","783","0","2600","0","1","0","0","2600","多倫多獸","0","0","0","0","0","0","0","200000001","0","0"
"251200","0","39","653","0","770110202","0","0","360","2600","0","0","316267","0","0","3090","0","2600","0","2600","2600","0","0","0","0","588","0","2600","0","1","0","0","2600","哥布林護衛","0","0","0","0","0","0","0","200000001","0","0"
"250100","0","39","522","0","770110203","0","0","360","2600","0","0","312677","0","0","3810","0","2600","0","2600","2600","0","0","0","0","783","0","2600","0","1","0","0","2600","棘刺蟹","0","0","0","0","0","0","0","200000001","0","0"
"251100","0","39","653","0","770110301","0","0","360","2600","0","0","296797","0","0","2384","0","2600","0","2600","2600","0","0","0","0","979","0","2600","0","1","0","0","2600","岩龜暴君","0","0","0","0","0","0","0","200000001","0","0"
"251600","0","39","522","0","770110302","0","0","360","2600","0","0","317295","0","0","2667","0","2600","0","2600","2600","0","0","0","0","783","0","2600","0","1","0","0","2600","狂野角鹿","0","0","0","0","0","0","0","200000001","0","0"
"251300","0","39","392","0","770110303","0","0","360","2600","0","0","323106","0","0","3137","0","2600","0","2600","2600","0","0","0","0","979","0","2600","0","1","0","0","2600","叢林護衛","0","0","0","0","0","0","0","200000001","0","0"
"251600","0","39","522","0","770110401","0","0","360","2600","0","0","317295","0","0","2667","0","2600","0","2600","2600","0","0","0","0","783","0","2600","0","1","0","0","2600","狂野角鹿","0","0","0","0","0","0","0","200000001","0","0"
"252300","0","39","392","0","770110402","0","0","360","2600","0","0","267867","0","0","11497","0","2600","0","2600","2600","0","0","0","0","588","0","2600","0","1","0","0","2600","岩石蜥蜴","0","0","0","0","0","0","0","200000001","0","0"
"257200","0","39","196","0","770110403","0","0","360","2600","0","0","259199","0","0","11604","0","2600","0","2600","2600","0","0","0","0","294","0","2600","0","1","0","0","2600","毒莢花","0","0","0","0","0","0","0","200000001","0","0"
"257400","0","39","392","0","770110404","0","0","360","2600","57","0","278280","0","0","0","0","2600","0","2600","2600","0","26","0","0","588","0","2600","0","1","0","0","2600","潛陸水母","0","0","0","0","0","0","0","200000001","0","0"
"251900","0","39","522","0","770110501","0","0","360","2600","0","0","315466","0","0","2950","0","2600","0","2600","2600","0","0","0","0","783","0","2600","0","1","0","0","2600","擰扭相思樹","0","0","0","0","0","0","0","200000001","0","0"
"251200","0","39","653","0","770110502","0","0","360","2600","0","0","316267","0","0","3090","0","2600","0","2600","2600","0","0","0","0","588","0","2600","0","1","0","0","2600","哥布林護衛","0","0","0","0","0","0","0","200000001","0","0"
"254600","0","39","392","0","770110503","0","0","360","2600","7243","0","261410","0","0","0","0","2600","0","2600","2600","0","0","0","0","588","0","2600","0","1","0","0","2600","石靈","0","0","0","0","0","0","0","200000001","0","0"
"254800","0","39","327","0","770110504","0","0","360","2600","0","0","273270","0","0","12345","0","2600","0","2600","2600","0","0","0","0","490","0","2600","0","1","0","0","2600","毒蟾蜍","0","0","0","0","0","0","0","200000001","0","0"
"252000","0","39","522","0","770110601","0","0","360","2600","0","0","315160","0","0","2996","0","2600","0","2600","2600","0","0","0","0","783","0","2600","0","1","0","0","2600","多倫多獸","0","0","0","0","0","0","0","200000001","0","0"
"251000","0","39","522","0","770110602","0","0","360","2600","0","0","297783","0","0","3279","0","2600","0","2600","2600","0","0","0","0","1175","0","2600","0","1","0","0","2600","生者劍士像","0","0","0","0","0","0","0","200000001","0","0"
"252200","0","39","392","0","770110603","0","0","360","2600","0","0","266127","0","0","11639","0","2600","0","2600","2600","0","0","0","0","588","0","2600","0","1","0","0","2600","毒牙蜥蜴","0","0","0","0","0","0","0","200000001","0","0"
"253900","0","39","327","0","770110604","0","0","360","2600","0","0","273898","0","0","11497","0","2600","0","2600","2600","0","0","0","0","490","0","2600","0","1","0","0","2600","盜人蛤蟆","0","0","0","0","0","0","0","200000001","0","0"
"252800","0","39","653","0","770110701","0","0","360","2600","0","0","319632","0","0","2571","0","2600","0","2600","2600","0","0","0","0","588","0","2600","0","1","0","0","2600","獸人","0","0","0","0","0","0","0","200000001","0","0"
"251800","0","39","522","0","770110702","0","0","360","2600","0","0","314854","0","0","3043","0","2600","0","2600","2600","0","0","0","0","783","0","2600","0","1","0","0","2600","樹精","0","0","0","0","0","0","0","200000001","0","0"
"253000","0","39","392","0","770110703","0","0","360","2600","0","0","270117","0","0","11310","0","2600","0","2600","2600","0","0","0","0","588","0","2600","0","1","0","0","2600","重鎚巨蟹","0","0","0","0","0","0","0","200000001","0","0"
"254700","0","39","392","0","770110704","0","0","360","2600","0","0","312943","0","0","0","0","2600","0","2600","2600","0","26","0","0","588","0","2600","0","1","0","0","2600","女中音之鳥","0","0","0","0","0","0","0","200000001","0","0"
"251100","0","39","653","0","770110801","0","0","360","2600","0","0","296797","0","0","2384","0","2600","0","2600","2600","0","0","0","0","979","0","2600","0","1","0","0","2600","岩龜暴君","0","0","0","0","0","0","0","200000001","0","0"
"254100","0","39","914","0","770110802","0","0","360","2600","0","0","299716","0","0","3326","0","2600","0","2600","2600","0","0","0","0","588","0","2600","0","1","0","0","2600","寄居蟹騎士","0","0","0","0","0","0","0","200000001","0","0"
"252500","0","39","392","0","770110803","0","0","360","2600","0","0","266701","0","0","11593","0","2600","0","2600","2600","0","0","0","0","588","0","2600","0","1","0","0","2600","火蜥蜴","0","0","0","0","0","0","0","200000001","0","0"
"255900","0","39","196","0","770110804","0","0","360","2600","0","0","270111","0","0","7562","0","2600","0","2600","2600","0","0","0","0","294","0","2600","0","1","0","0","2600","狗頭刺客","0","0","0","0","0","0","0","200000001","0","0"
"251700","0","39","522","0","770110901","0","0","360","2600","0","0","316994","0","0","2714","0","2600","0","2600","2600","0","0","0","0","783","0","2600","0","1","0","0","2600","冰雪角鹿","0","0","0","0","0","0","0","200000001","0","0"
"252600","0","39","392","0","770110902","0","0","360","2600","9809","0","271251","0","0","0","0","2600","0","2600","2600","0","0","0","0","588","0","2600","0","1","0","0","2600","軟泥怪","0","0","0","0","0","0","0","200000001","0","0"
"254400","0","39","392","0","770110903","0","0","360","2600","0","0","260810","0","0","12062","0","2600","0","2600","2600","0","0","0","0","588","0","2600","0","1","0","0","2600","歡呼半獸人","0","0","0","0","0","0","0","200000001","0","0"
"257600","0","39","392","0","770110904","0","0","360","2600","0","0","263803","0","0","228","0","2600","0","2600","2600","0","26","0","0","588","0","2600","0","1","0","0","2600","氣球鳥","0","0","0","0","0","0","0","200000001","0","0"
"251000","0","39","522","0","770111001","0","0","360","2600","0","0","297783","0","0","3279","0","2600","0","2600","2600","0","0","0","0","1175","0","2600","0","1","0","0","2600","生者劍士像","0","0","0","0","0","0","0","200000001","0","0"
"250100","0","39","522","0","770111002","0","0","360","2600","0","0","312677","0","0","3810","0","2600","0","2600","2600","0","0","0","0","783","0","2600","0","1","0","0","2600","棘刺蟹","0","0","0","0","0","0","0","200000001","0","0"
"253600","0","39","392","0","770111003","0","0","360","2600","0","0","263803","0","0","11090","0","2600","0","2600","2600","0","0","0","0","588","0","2600","0","1","0","0","2600","天使鏢魚","0","0","0","0","0","0","0","200000001","0","0"
