0f0916080fa3e0e4ca8f7c2eab906ebc5e487ed7f3f4cd6827df990fff1a8020,af0f19cc61ff20fcaed7df4abb6b48f0c0687d250199f1a2a72e8eac50f46575,e24dcc0ed549e53bc8840656fd0b9f2ada5e6041fd10528d59eb208ba8d294fa,645bb8b43f1211e6db5ecd7da732d94e879b052893e30659f034eadda129d48e,16ba27f6402197ab1c0d32efbea3dca438835ac2b375666f64997a06e959c65c,a597b854a956277e17e14267a97d8fda07bc82360b9c81e6428c5d31e1d2d462,09a82e272620434c8b9020d3fff4eae051aaefc20389041e744ae8bbd86b572d,a090ec79f37a7bbf4b080a01551eea5d96aed1f511b49e40cfe9a792c239d8ab,459a7364a4b8df0cca28c812bb945c6adc545a47e6c58d9686b5cc100d26e5f5,a1b8a2d1a1a314c368a0206bcdc7a09d7f3df39b4e4ea4b933d75783be5ccc6f,90febae17313fa552a790a9e8402adcb436524ef92afaa120fcc13ec396716df,38e1e5fd0eb61021c08d814e514fb787cbe7ee5c4a791049581dbbc79b7cacaf,b1e97013ecd2efaa6dd1748e008a8d7a97b855e8a281a86cd8cac1f283c39380,c45ed3c05343a147e501814ef6315182d810ac35451c2a3c02322920c559e5c2,64decd56480a06a19f7874445933c66f41ad15fb199156d298e9899594a4fab8,7f710b3e802a49540f4cfbcf6db89bd324bdf32c171a2e1fce4f35dbdc5a9c30,04f9630c8f3c15d4e487842a07853b72e36bb46e64694e1bbf82e207a8aa439d,321b5ac87b6e813e1d4236fe5af0dfbba643c3e49e87a86b50ab257639638d69,c9d24e5514333d1395bcd9df892eb44e361a1af40c23fd63cb79bd3b16cf35d3,a36d36f4dc52e55fb4f703e020ed6ee908b94caea3be42ec8ad1e33c81236988,036e93fceed800b34dd794e893d89fe29257c7d7474c1dd35bbe9679864f4cce,e9bea1722fabc08ee2d686bffb2e90492a70f8fa51770a40b86260802ca55cf2,3d16ed223b21cc7cbb421713d6f60c1be01c3ce7a6faf96962a30ee74351a810,daa29b577591700f859abb165a7db4863349349fe7c2f8eae8c799e006c74d81,e761f758d97f6942e018794017b75997a38a038e612138eeafc1023070709893,56325b9fd80d3b8bc9a8689cf5b58a2b2d2133ed88616b9db7159d3791084cc5,f8f680f4861d45eefaada2b9c7efc2abcb7687f5531907040b2fe63ae2f4b98b,9c7bf02274dc9eeb4f900718e228bd31b21d19613f3673765fb568a3e6e74245,a5f8e83c6ac94746306a9685330a3cdb1e91079c6637f3a54e0f31e4f0025259,ba531d7903bb8efc0f02c6ae23ab6ea607fa83958b6eb4466db64edb07a58380,ece9c6d717b1d42e4ad8885eec0dac5452108ff34f61cb67adda6a2f7289f902,08a66b0b3495416f8bb18bbd159cb50d09446ea0f446a7f72796c4d735ebb149,3b0752654411968cf4a3af6cac4f7bb13d13c84c86104d921af14564a7c9e40c,965ac78a160c7c6767b7d02d0f05bfad6d0a5f87745fc54b59238127dbb66540,f46f46eaf398377e7e28562942e8b2f38ae451e58bde06657ce286d968492a59,078cb4c36e0f8266f0305bdebd4b3341126825221c1a9f4dfcdcd8c2e10f62d9,d4adce05ecd401f4454ae3bdc9b7569d7b100cce964848daf4f7c9b18151942d,09e933bd1b3f77769d5ed3e970b93e347c455a93f0973889eb28261064518b04,e2fe4ad763ef413ea700962f8ccfb8d21d5c81d083e6fd5222c6e2203b350054,bf5884c38dd444447e98c53fbb31b42bb8d21b4b89dbba41c7f9ccf81ec585bc,1ec3d728bf7d9e9606486965d4d4b16dd2cfe6528abd9b239b3d7e5716a22c50,3545cd55d7d3bf0c858fc66a5d2828d98d694555d67af645b66ffb325b2e464b,aa411f0656fe69396dc5b868b9659caf376e10a5c4c7b11fcbd624fab68f10d9,ee7219061ced1deb19cfcddb911c972ccaaa9ed11f0f928dcd98939018b0d5aa
"0","2600","0","0","0","0","0","0","770110101","200000001","0","0","0","0","0","0","0","0","0","2600","0","315783","0","0","0","2600","2901","2600","253200","2600","0","1","2600","0","0","沙塵野豬","39","522","360","783","0","0","0","0"
"0","2600","0","0","0","0","0","0","770110102","200000001","0","0","0","0","0","0","0","0","0","2600","0","314854","0","0","0","2600","3043","2600","251800","2600","0","1","2600","0","0","樹精","39","522","360","783","0","0","0","0"
"0","2600","0","0","0","0","0","0","770110103","200000001","0","0","0","0","0","0","1487","0","0","2600","0","378036","0","0","0","2600","0","2600","250600","2600","0","1","2600","0","0","小狸貓","39","261","360","392","0","0","0","0"
"0","2600","0","0","0","0","0","0","770110201","200000001","0","0","0","0","0","0","0","0","0","2600","0","315160","0","0","0","2600","2996","2600","252000","2600","0","1","2600","0","0","多倫多獸","39","522","360","783","0","0","0","0"
"0","2600","0","0","0","0","0","0","770110202","200000001","0","0","0","0","0","0","0","0","0","2600","0","316267","0","0","0","2600","3090","2600","251200","2600","0","1","2600","0","0","哥布林護衛","39","653","360","588","0","0","0","0"
"0","2600","0","0","0","0","0","0","770110203","200000001","0","0","0","0","0","0","0","0","0","2600","0","312677","0","0","0","2600","3810","2600","250100","2600","0","1","2600","0","0","棘刺蟹","39","522","360","783","0","0","0","0"
"0","2600","0","0","0","0","0","0","770110301","200000001","0","0","0","0","0","0","0","0","0","2600","0","296797","0","0","0","2600","2384","2600","251100","2600","0","1","2600","0","0","岩龜暴君","39","653","360","979","0","0","0","0"
"0","2600","0","0","0","0","0","0","770110302","200000001","0","0","0","0","0","0","0","0","0","2600","0","317295","0","0","0","2600","2667","2600","251600","2600","0","1","2600","0","0","狂野角鹿","39","522","360","783","0","0","0","0"
"0","2600","0","0","0","0","0","0","770110303","200000001","0","0","0","0","0","0","0","0","0","2600","0","323106","0","0","0","2600","3137","2600","251300","2600","0","1","2600","0","0","叢林護衛","39","392","360","979","0","0","0","0"
"0","2600","0","0","0","0","0","0","770110401","200000001","0","0","0","0","0","0","0","0","0","2600","0","317295","0","0","0","2600","2667","2600","251600","2600","0","1","2600","0","0","狂野角鹿","39","522","360","783","0","0","0","0"
"0","2600","0","0","0","0","0","0","770110402","200000001","0","0","0","0","0","0","0","0","0","2600","0","267867","0","0","0","2600","11497","2600","252300","2600","0","1","2600","0","0","岩石蜥蜴","39","392","360","588","0","0","0","0"
"0","2600","0","0","0","0","0","0","770110403","200000001","0","0","0","0","0","0","0","0","0","2600","0","259199","0","0","0","2600","11604","2600","257200","2600","0","1","2600","0","0","毒莢花","39","196","360","294","0","0","0","0"
"0","2600","0","0","0","0","0","0","770110404","200000001","0","0","0","0","0","0","57","0","26","2600","0","278280","0","0","0","2600","0","2600","257400","2600","0","1","2600","0","0","潛陸水母","39","392","360","588","0","0","0","0"
"0","2600","0","0","0","0","0","0","770110501","200000001","0","0","0","0","0","0","0","0","0","2600","0","315466","0","0","0","2600","2950","2600","251900","2600","0","1","2600","0","0","擰扭相思樹","39","522","360","783","0","0","0","0"
"0","2600","0","0","0","0","0","0","770110502","200000001","0","0","0","0","0","0","0","0","0","2600","0","316267","0","0","0","2600","3090","2600","251200","2600","0","1","2600","0","0","哥布林護衛","39","653","360","588","0","0","0","0"
"0","2600","0","0","0","0","0","0","770110503","200000001","0","0","0","0","0","0","7243","0","0","2600","0","261410","0","0","0","2600","0","2600","254600","2600","0","1","2600","0","0","石靈","39","392","360","588","0","0","0","0"
"0","2600","0","0","0","0","0","0","770110504","200000001","0","0","0","0","0","0","0","0","0","2600","0","273270","0","0","0","2600","12345","2600","254800","2600","0","1","2600","0","0","毒蟾蜍","39","327","360","490","0","0","0","0"
