af42699722ab352d02a602a497e1ca3939f0e1bfcd40ca0541c47c864e554ab6,c4adb1469348e2d3cd5f730286348a218f2e27481da5ad989554b68accf475a5,d28e17939ee7d2a6714584946ff2d47bd35a8248fb9f266b73723fb18c47e2af,6f80189a8fb44fc4b5012e2f4c460571590899215d85b86a0ff28fed0e0400ae,acf0452ab341d9d86a2915bb23e8b672259c6746b02b0df25ff3e649aa2ff14b,0f7cfbfe455b498857eb9aa2b3e3662d48b0985e644a6448d8352c74af7c621b,10f3cc10db53420092a524e84ed20a91b2b185031cf36d7e09caf99222a92bbd,a821e872dc2321a5bab1f337967cf689ceeef9d72dc824d9cbb76e68a3eed204,2c8d47c9ab8c2a648d58b437cf5541f39040006d90ea5ad95c0b8a744a172a9f,f105b6d2d1f8fc490bc0aaeab0626f83af78cbb55d7c205e56709b50d6364eb8,d2f45d2975f4bccdfc910da2da776a5995f617a1d52e07b5fd614bb73b4159d5,8bfa0f9ee60015b460c375c29de0426f8fe92869f741b59a5ab9d3a75d8e9a9d,9224f7c80e42949e1d87761f73fda35149209c2a9dfdf3d5189c286dca29317f,39d2ae4e1a24865ac0bed01db238c6625542a26011bea388d4e1ff903f209ffb,b266e53caf60851bf234119c96566ca938522c7fd5cc5b868b11f4dbf96d278c,6f9c31466e909546d2299c9635d55a130df4e228fef814eaee98fdca8968a90a,ce849d7afd53e47a158770509905238cb4fedfce352be526967589b5aba99aef,7ba04df8d787ca0aef21a7d5be93633a84bb8f66533e4d5b313c809d6d25d3d6,51460e234dbb1d8758d30c7e8ec02f818b593defa39576e84596fdc15d3d24bf,6a0a72eaf9ea8a29954903c1d7341fe3f4fa45d97d1e872b67c2dc34e82d03c9,d95e377ff354e6f0281b1c71eca485dd867a763c36efde635dec96a69a76e6da,4cad9203dac2e183c008f0e4510359a20d6bdb252cc1ac09ad600099fa33599e,01cf8df672e86f4947fd48e2e46561193fcddba6d9ce5edce79052b2e7e4aa42,6e4bdfe1d0eff3b6f19cd2fea62a2e00d5481a937971892d2e47867dccb5ead4,b4f60cc54845a26b00e56702eddb5a4d015a6fe38ee537f043e6f84640930778,4713d00782c48c96c532403e04558d71caa7c4b12229a80886f3f7044ed2e21f,84fa6ae702930ad39e32981f99f2c8d74a4dd233ad67dec15e6c03366b4585f5,7a7bb3c9f813aa12c99cd38aca23eb4b40df8de878d124d3d06c0a0e241986fd,43d41b455fd9428baff717715fe77bd9ac98e674afe5647265092d990ddae2a4,04d0e3937c1103897b742ff60b8baee8555334fcbacdafc4d5848be1f6672634,fa22789cdd2b23e4ed04c43931a56b5d82fed714913a6f50a32cb30b58067d95,252861be10070af3769956e1035e570b463a0b2650a0197de0d67f64ba41e2cc
"0","0","0","0","0","0","0","0","0","0","1001","1087","0","0","0","日和のエピソード第2話","0","0","15","0","0","0","0","2","0","0","0","1224","1001002","1801","1287","0"
"0","0","0","0","0","0","0","0","0","0","1001","1087","0","0","0","日和のエピソード第3話","0","0","30","0","0","0","0","2","0","0","0","1224","1001003","1801","1287","0"
"0","0","0","0","0","0","0","0","0","0","1001","1087","0","0","0","日和のエピソード第4話","0","0","30","0","0","0","0","2","0","0","0","1224","1001004","1801","1287","0"
"0","0","0","0","0","0","0","0","0","0","1001","1087","0","0","0","日和のエピソード第5話","0","0","40","0","0","0","0","2","0","0","0","1224","1001005","1801","1287","0"
"0","0","0","0","0","0","0","0","0","0","1001","1087","0","0","0","日和のエピソード第6話","0","0","60","0","0","0","0","2","0","0","0","1224","1001006","1801","1287","0"
"0","0","0","0","0","0","0","0","0","0","1001","1087","0","0","0","日和のエピソード第7話","0","0","60","0","0","0","0","2","0","0","0","1224","1001007","1801","1287","0"
"0","0","0","0","0","0","0","0","0","0","1001","1087","0","0","0","日和のエピソード第8話","10","0","90","6","0","0","0","2","0","0","0","1224","1001008","1801","1287","0"
"0","0","0","0","0","0","0","0","0","0","1001","1087","0","0","0","日和のエピソード第9話","0","0","80","0","0","0","0","2","0","0","0","1224","1001009","1801","1287","0"
"0","0","0","0","0","0","0","0","0","0","1001","1087","0","0","0","日和のエピソード第10話","40","0","80","6","0","0","0","2","0","0","0","1224","1001010","1801","1287","0"
"0","0","0","0","0","0","0","0","0","0","1001","1087","0","0","0","日和のエピソード第11話","40","0","80","6","0","0","0","2","0","0","0","1224","1001011","1801","1287","0"
"0","0","0","0","0","0","0","0","0","0","1001","1087","0","0","0","日和のエピソード第12話","60","0","200","6","0","0","0","2","0","0","0","1224","1001012","1801","1287","0"
"0","0","0","0","0","0","0","0","0","0","1002","1088","0","0","0","優衣のエピソード第2話","0","0","15","0","1289","0","0","4","0","0","0","1156","1002002","1802","1226","0"
"0","0","0","0","0","0","0","0","0","0","1002","1088","0","0","0","優衣のエピソード第3話","0","0","30","0","1289","0","0","4","0","0","0","1156","1002003","1802","1226","0"
"0","0","0","0","0","0","0","0","0","0","1002","1088","0","0","0","優衣のエピソード第4話","0","0","30","0","1289","0","0","4","0","0","0","1156","1002004","1802","1226","0"
"0","0","0","0","0","0","0","0","0","0","1002","1088","0","0","0","優衣のエピソード第5話","0","0","40","0","1289","0","0","4","0","0","0","1156","1002005","1802","1226","0"
"0","0","0","0","0","0","0","0","0","0","1002","1088","0","0","0","優衣のエピソード第6話","0","0","60","0","1289","0","0","4","0","0","0","1156","1002006","1802","1226","0"
"0","0","0","0","0","0","0","0","0","0","1002","1088","0","0","0","優衣のエピソード第7話","0","0","60","0","1289","0","0","4","0","0","0","1156","1002007","1802","1226","0"
"0","0","0","0","0","0","0","0","0","0","1002","1088","0","0","0","優衣のエピソード第8話","60","0","90","11","1289","0","0","4","0","0","0","1156","1002008","1802","1226","0"
"0","0","0","0","0","0","0","0","0","0","1002","1088","0","0","0","優衣のエピソード第9話","0","0","80","0","1289","0","0","4","0","0","0","1156","1002009","1802","1226","0"
