9180920ac98cc716e14f1ce6edba05ae1d0841680a462eab993e8b890014b4c5,88997fba8b7a17ce8045289639004a1c24231ddeabde419affc8a8dca27ba6a4,710ae60de7f82876cd0327ca5150969540e7f32411a5901a5a980a90270fe128,2eb0af31a36807f712c19c55aeb21b85e32afc825be664b3bb7389906fd96acb,cc5036f47d511be7c8ce783283ea089c0159891b67c0350b812cb2449786fd46,4cf5cc18f29ff133a52a53ee8eca2ea77434e0e37b2a1f7189e99731cd921806,ff9138cb18432f312a0d0d3435059381fcfcd00290d6b1aeccca53b9f334fe38,a8f28d296406b26b96916a956430b26dba9876476926fc8ddd88202a2df5b257,070b9562decf2ff05598626bc6dbb12907d6a898facce836b0f03d1e5bca3065,b273d295bf4d506b3f014efe17a63d9f75fd2456d7d2b060451b8c1568739f54,0d29a85cd9c16be5b9527846983815af0844ffefbdd4093a5c607a7fbd3dd5ba,74e8b02002b337a6c8982957474c40f80c28da22be83e4e8e1cb0600268e102d,a4fdbde3ff094368d565bd16c2a2906809b0c794cc6d17d2887b75ffd57dbd6c,131dcca7bb1aa910234090c6bc919ca50d40e540462e4bb4ba1d7d068381755d,7a3d1c35d3c8cd4f9643c6cf5828219744055c71745f8b303ae1e2f11f1f4d80,2fd3c22db77edba39631fa942e55a3980672fca347d23e5c3f0343dd8d3ab720,c7d8b0f3f27522d9b3bf1c0e861685e1b839c7f6efce984d1332179fd2b07910,d37c9dfe50716b1437fe03664d21e400d6b2ad63a412661f98bd7c7945e2a56e,bcbab092a86c0269f73a7a347e1c539f4492979a30392b9c8836a674431d30fa,87d48605329bea9480e0f97541da7ae83fe004098fe3436c64f6aad1fe3e7104,342819dc17560fa7817ec6d99b52ccc48bc233b03da4fad74b1b08780ab22c42,09004d6a5f030b69e4b17b095f34d9631bcbc1287ddc225ae95285fd5f0fc7c9,0406c9908a6605d8aa4d89502946a6ab012203f196cd93def776e0156a822204,6fcbf85fa3733456e4670d2028deed223766aec8864cf05962a8dd66c73f35fa,6e1ac4d2338508e0a2c05552d3f220c94961115d7da403e79e732fe1b425f673,1f81896f5f3247d4a55200ccb80c4a8185fd2ae6290bffacc0054de866d87f43,739d117db29638142a7a71cc612446846d2249cb882175118e78e8fc02de854b,0a031ee55cd0fb5c84b9cfa0697e34b09e0f1ad5b4d2ec1ce3a30d6af5735467,fd7e4116942f38ac9ae1874a078661ddaa13cf7d963eb09997640715cc01761e,50ff4012fcf16f3404030858476e656170a74e1fd5d87c3edcbfd9726556df29,277ce2a463c5c70e550cea43fc63c0415118c4365e778dee72f69622b385cef2,540933c11a857c6a23649252f81fe76593dd3e17611610d9b85c173b98c94227,d581c1b302afefcec09eff3321e1e434359ba419b41bb381f53726a43bfb02ab,67c49021e93f0129a680bae945512f2d5beae5a2255e7c2bab585bd246619ae8,2b38377f6d42d2a21137a5b545950a63a5c36aed00aba78ca5c150c4f6908ed0,0b588430dbf36ef97ebcc5d2a2a56028fe0153da4efaf8468a9a28abac7fed30,70a3bd0564c518c8b0b5035beece06cd7b7b09ba388e2abefa4208e790713d0a,a24606924956844a9fcb66c51ba7523ee5b610246b75387fcf68c558c3888acb,d4246ddf86e0d2f29fda8e85107a8a1fd78dfcd4fc5a01cdc385d92d833c7063,d9d63c794915973409ed907ac7d0fe49ee54184c6394afca4d175b09dd380383,2474697956bdd0d99bbf6ff7955e458ffbb4056d6fc2fba09a70f960a1662847,9c418b6d2db16d78384faed7a75c85ddc587ec8ec94182df12103bf5ddc53abe,dee7b87c3572d16b184971ed277e81d182aac5c8520ba6be2b99d8d6241e56ee,064219dbdc3e87772e556c15807ea4a997edc460d573fbcf23c6ce18e73d4708
"1","4100101","0","10","0","1","0","0","10","91002","0","0","0","500","0","0","0","90","0","0","1001","90008","0","0","215","0","0","0","0","100003","50","ステージ1","0","0","410010101","0","10","bgm_MC045","0","0","10","0","1","100101"
"1","4100102","0","9","0","2","0","0","10","91002","0","0","0","500","0","0","0","90","0","0","1001","90008","0","0","215","0","0","0","0","100003","50","ステージ2","0","0","410010201","0","10","bgm_MC045","0","0","10","0","1.2","100102"
"2","4100103","0","8","0","3","0","0","10","91002","0","0","0","750","0","0","0","90","0","0","1001","90008","0","0","215","0","0","0","0","100003","100","ステージ3","0","0","410010301","0","10","bgm_MC045","0","0","10","0","1.3","100103"
"2","4100104","0","7","0","4","0","-30","10","91002","0","0","0","750","0","0","0","90","0","0","1001","90008","0","0","215","0","0","0","0","100003","100","ステージ4","0","0","410010401","0","10","bgm_MC045","0","0","10","0","1.2","100104"
"2","4100105","0","6","0","5","0","0","10","91002","0","0","0","1000","0","0","0","90","0","0","1001","90008","0","0","215","0","0","0","0","100003","150","ステージ5","0","0","410010501","0","10","bgm_MC045","0","0","10","0","1","100105"
"2","4100106","0","5","0","6","0","0","10","91002","0","0","0","1000","0","0","0","90","0","0","1001","90008","0","0","215","0","0","0","0","100003","150","ステージ6","0","0","410010601","0","10","bgm_MC045","0","0","10","0","1.5","100106"
"2","4100107","0","4","0","7","0","0","10","91002","0","0","0","1000","0","0","0","90","0","0","1001","90008","0","0","215","0","0","0","0","100003","150","ステージ7","0","0","410010701","0","10","bgm_MC045","0","0","10","0","1.3","100107"
"3","4100108","0","3","0","8","0","0","10","91002","0","0","0","1500","0","0","0","90","0","0","1001","90008","0","0","215","0","0","0","0","100003","200","ステージ8","0","0","410010801","0","10","bgm_MC045","0","0","10","0","1.5","100108"
"3","4100109","0","2","0","9","0","0","10","91002","0","0","0","2000","0","0","0","90","0","0","1001","90008","0","0","215","0","0","0","0","100003","250","ステージ9","0","0","410010901","0","10","bgm_MC045","0","0","10","0","1","100109"
"3","4100110","0","1","0","10","0","-40","10","91002","0","0","0","2500","0","0","0","90","0","0","1001","90008","0","0","215","0","0","0","0","100003","300","ステージ10","0","0","410011001","0","10","bgm_MC045","0","0","10","0","1.6","100110"
"1","4100201","0","10","0","1","0","-20","10","91002","0","0","0","500","0","0","0","90","0","0","1002","90008","0","0","215","0","0","0","0","100003","50","ステージ1","0","0","410020101","0","10","bgm_MC045","0","0","10","0","0.9","100101"
"1","4100202","0","9","0","2","0","0","10","91002","0","0","0","500","0","0","0","90","0","0","1002","90008","0","0","215","0","0","0","0","100003","50","ステージ2","0","0","410020201","0","10","bgm_MC045","0","0","10","0","1","100102"
"2","4100203","0","8","0","3","0","0","10","91002","0","0","0","750","0","0","0","90","0","0","1002","90008","0","0","215","0","0","0","0","100003","100","ステージ3","0","0","410020301","0","10","bgm_MC045","0","0","10","0","1.15","100103"
"2","4100204","0","7","0","4","0","0","10","91002","0","0","0","750","0","0","0","90","0","0","1002","90008","0","0","215","0","0","0","0","100003","100","ステージ4","0","0","410020401","0","10","bgm_MC045","0","0","10","0","1.15","100104"
"2","4100205","0","6","0","5","0","-20","10","91002","0","-30","0","1000","0","0","0","90","0","0","1002","90008","0","0","215","0","0","0","0","100003","150","ステージ5","0","0","410020501","0","10","bgm_MC045","0","0","10","0","0.9","100105"
"2","4100206","0","5","0","6","0","0","10","91002","0","0","0","1000","0","0","0","90","0","0","1002","90008","0","0","215","0","0","0","0","100003","150","ステージ6","0","0","410020601","0","10","bgm_MC045","0","0","10","0","1.4","100106"
