b3f7201ae28bcdf7071a605e1c6a654d5157fbc0b54f53999e8658d3b643c1b3,2a1b579c2b7876228d2b00bc7cb4bfc1953aaf9a9985db751c86ff86f3880195,c67ef0f4532989c1fff63a019b96633d50a260f43a95dc460dcadf42d6aae0aa,01f63a8509c4221000af67f95e945cb62789a389885ac5ed39410199e47a56f3,2f5d3f818c81723fba804f2e3f026e5d29b47848f073e4c1c099156d0b805b8d,2eb2777af017d641d2ff6bb4a50ed9bba4f57aab01838132c3a0aa74799fc643,015b665293da3f2320e44cbf376d57baeff79f12cb2ce64ad81aa5743f6499c7,a14cb344151fa5e819ad84e63d5d44bfc1c2c94c54f2adfab4793970eede635c,e1dab5dc79aa495640bd5ee960fd472fb81755455806793cda95cb67fbaf3962,090c28f6bc88aeb30f565003b859ef43ae5b860e599da20997fb00f42e955fc5,077768ab91fb161fa8f4d0b16623741b523e96e3c27b22ddfefd51e2fdff83e9,03a42607c7092f2899d56241b1f834538fb1b3a1da40318c01e52cde8b27cfa9,0932da51c05927b90e9b5c5faa27c1a1387f1e47926f64d90a40ad33fc9eb700,1d52e095aac5df1283f9a8b6c3ce125d5bd9672389ef5c6561085464c75c5481,88723f62d026400a09c7939948594e205557d9f55a648032cb1514db8ac35944,607f6935b3a81f78d2aead3ca842d6e3ae97d79a7ae6b89912b49efdf7e40dea,39078dc06953473953e22f9dc0cee174a16556fc46bf898c92b799780cf07475,51b9df6d5173d96f55023ca935f18eda3a05929799c7f9855a25ab5e3440ec49,9c562d621fd54c8d6b96cce6343479ec14e96c51427f39b59cb5ddc8fd30cb07,bd74be7e519297b857e49166efdcf3af1c37db7a219efae8b266d89d0070ca69,432597e888bd996875ad9b422bb459f0defab0afc907d101af398b7be7c63595,ac4233bba46a9b565cb8c44e1bce2f3b56ae8749ab14447e9f3c0bfa7558e4ac,de8f441e95fc7f2c3b36d8de3e931fbabf0cf0e5c06b4fc5dbc1d6a50678b011,fd4b3072dcdf5363eef82ab4441baf24442240c6197d6a8fdd2d67597c4ab4e7,64fc5381614bc8a918c2cedbffd64c57c1d77f4ed28689fb703442eb3bca8dc1,fe33c67ef4a304abaa58f027ff8e440252bc3bb55b77062ae86d8bb17cbf9e33,567c559f05d623d3b67f9bc9cf42102cee51b7f063ae817199a0a348af65c4e9,4909ad53e99e28aa157a3a5d29d86c06fa5be6f0c0782d96dd164989877321be,ee35fa469501fdd560fbef4cc2149dd36e38904703cfddf2be9ca248a3acd042,6922c29725d2920ca722f77893d0f7f0030a53363ef42c03b82010a774921b16,3df94151b1b420fe5bf82d5fb41470f3f5b12de03b5a9366b68230a596f747ea,885d8ae671b1dea48aa4f86daa15a1d5f2c2b99c511072f6c01e61f5189b3800,8e1eca8396b8335494a3e9b0ac10c0dffc5fc9cbe07fffd2b088ce37fda4bf10,c482e0aa49584fb33b5fa618ca665099ee7c41655f48d069af74a17e720044f5,6af0d83e98e543dcaeb4794d79f3c8dc19f33c00de90fdb7f4cc2615f37513a0,0fd495c28265761c576f90216df0ab11665350d27e9c605e17a43053d6109a3e,3b0d9411ceb31261759605379ffa84313010a1f822f0009370b101fac7476dd0,67e36492fcb665e594a5159c33983aca86d6129195154cba9de1d8ec572ad4b1,2a505b39bd92aaad6ab93fcddedafb5ce16ecd2199637c24c1d7a48b6168f5cb,a12a2e57f5aea582592b300b855612113398a299a8ca4d5b488235456fc7fde7,ccec5d1a6eba641c83ed483b2627a5920d6334a38a0e5ec9cbef48b33c080c8c,eb25253951c798df96d55fec006c86b41b8e8d006555bd7739b4a455a8727072,3d3d9cb92aa7f4d87ab00f6a6de1dedde51d0a44b0ed93ebcf01b94d93edd346
"2018/04/24 14:59:59","1","bgm_M41","0","8","0","610001121","100016","1","0","10001","100015","-50","10001101","90","0","120","0","bgm_M41","-820","bgm_M41","bgm_M41","0","8","0","100020","0","1","8","0","0","610001101","0","0","bgm_M41","100014","タルグム地方 1-1","0","2018/03/31 15:00:00","0","100014","bgm_M41","10001101"
"2018/04/24 14:59:59","1","bgm_M41","0","8","0","610001121","100016","1","0","10001","100015","-140","10001101","90","0","120","0","bgm_M41","-710","bgm_M41","bgm_M41","0","8","0","100020","0","2","8","0","0","610001102","0","0","bgm_M41","100014","タルグム地方 1-2","0","2018/03/31 15:00:00","0","100014","bgm_M41","10001102"
"2018/04/24 14:59:59","1","bgm_M41","0","8","0","610001121","100093","1","0","10001","100092","0","10001101","90","0","120","0","bgm_M41","-620","bgm_M41","bgm_M41","0","8","0","100030","0","3","8","0","0","610001103","0","0","bgm_M41","100091","タルグム地方 1-3","0","2018/03/31 15:00:00","0","100091","bgm_M41","10001103"
"2018/04/24 14:59:59","1","bgm_M41","0","8","0","610001121","100043","1","0","10001","100042","-90","10001101","90","0","120","0","bgm_M41","-500","bgm_M41","bgm_M41","0","8","0","100040","0","4","8","0","0","610001104","0","0","bgm_M41","100041","タルグム地方 1-4","0","2018/03/31 15:00:00","0","100041","bgm_M41","10001104"
"2018/04/24 14:59:59","1","bgm_M41","0","8","0","610001121","100093","1","0","10001","100092","45","10001101","90","0","120","0","bgm_M41","-425","bgm_M41","bgm_M41","0","8","0","100030","0","5","8","0","0","610001105","0","0","bgm_M41","100091","タルグム地方 1-5","0","2018/03/31 15:00:00","0","100091","bgm_M41","10001105"
"2018/04/24 14:59:59","1","bgm_M41","0","9","0","610001121","100063","1","0","10001","100062","0","10001101","90","0","135","0","bgm_M41","-280","bgm_M41","bgm_M41","0","9","0","100010","0","6","9","0","0","610001106","0","0","bgm_M41","100061","タルグム地方 1-6","0","2018/03/31 15:00:00","0","100061","bgm_M41","10001106"
"2018/04/24 14:59:59","1","bgm_M41","0","9","0","610001122","100023","1","0","10001","100022","-160","10001101","90","0","135","0","bgm_M41","-220","bgm_M41","bgm_M41","0","9","0","100050","0","7","9","0","0","610001107","0","0","bgm_M41","100021","タルグム地方 1-7","0","2018/03/31 15:00:00","0","100021","bgm_M41","10001107"
"2018/04/24 14:59:59","1","bgm_M41","0","9","0","610001121","100043","1","0","10001","100042","-10","10001101","90","0","135","0","bgm_M41","-100","bgm_M41","bgm_M41","0","9","0","100040","0","8","9","0","0","610001108","0","0","bgm_M41","100041","タルグム地方 1-8","0","2018/03/31 15:00:00","0","100041","bgm_M41","10001108"
"2018/04/24 14:59:59","1","bgm_M41","0","9","0","610001121","100016","1","0","10001","100015","30","10001101","90","0","135","0","bgm_M41","30","bgm_M41","bgm_M41","0","9","0","100020","0","9","9","0","0","610001109","0","0","bgm_M41","100014","タルグム地方 1-9","0","2018/03/31 15:00:00","0","100014","bgm_M41","10001109"
"2018/04/24 14:59:59","1","bgm_M41","0","9","0","610001121","100093","1","0","10001","100092","-80","10001101","90","0","135","0","bgm_M41","140","bgm_M41","bgm_M41","0","9","0","100030","0","10","9","0","0","610001110","0","0","bgm_M41","100091","タルグム地方 1-10","0","2018/03/31 15:00:00","0","100091","bgm_M41","10001110"
"2018/04/24 14:59:59","1","bgm_M41","0","10","0","610001121","100103","1","0","10001","100102","-20","10001101","90","0","150","0","bgm_M41","260","bgm_M41","bgm_M41","0","10","0","100070","0","11","10","0","0","610001111","0","0","bgm_M41","100101","タルグム地方 1-11","0","2018/03/31 15:00:00","0","100101","bgm_M41","10001111"
