f65f871f5b0ef140f0f70760b5d8e6f49af35b25702e42ccc0abd66e533a7896,dbf4547813956b70fefe660b11fbee3c6553f47a28416e340af5929a67696c2b,2390fdef07f3ee0531b5a69bd5d0dc94b8ce96a6c18b79b73ee7a84d38245b06,69a3da9cc1fe65cb9e5fc413ec641e80e0420aa018409d6aaf49767030a27d36,24063800b010eb5479e2fd0e8d339358014a072b68f5d1dde61274051e218f1b,4acf4a5436cc864066b39622d08e21bfe762b27baec1c3f5e039f7425229677a,98b7768ad7c3e9aa213f1f7bb480ea0e3ab46c3ae1157768e45f05d9d9107329,81823e31915000131fa3d5abdfce334ee5b43eea62980a3e1ebbaf9f315f4749
"26203","4","1","2","25000","1","2025/06/16 14:30:00","20001"
"4304511","0","1","18","50000","1","2025/06/16 14:30:00","20002"
"4304512","0","1","18","50000","1","2025/06/16 14:30:00","20003"
"4304513","0","1","18","50000","1","2025/06/16 14:30:00","20004"
"4304514","0","1","18","50000","1","2025/06/16 14:30:00","20005"
"4304515","0","1","18","50000","1","2025/06/16 14:30:00","20006"
"4302511","0","1","18","50000","1","2025/06/16 14:30:00","20007"
"4302512","0","1","18","50000","1","2025/06/16 14:30:00","20008"
"4302513","0","1","18","50000","1","2025/06/16 14:30:00","20009"
"4302514","0","1","18","50000","1","2025/06/16 14:30:00","20010"
"4302515","0","1","18","50000","1","2025/06/16 14:30:00","20011"
"4305511","0","1","18","50000","1","2025/06/16 14:30:00","20012"
"4305512","0","1","18","50000","1","2025/06/16 14:30:00","20013"
"4305513","0","1","18","50000","1","2025/06/16 14:30:00","20014"
"4305514","0","1","18","50000","1","2025/06/16 14:30:00","20015"
"4305515","0","1","18","50000","1","2025/06/16 14:30:00","20016"
"4301511","0","1","18","50000","1","2025/06/16 14:30:00","20017"
"4301512","0","1","18","50000","1","2025/06/16 14:30:00","20018"
"4301513","0","1","18","50000","1","2025/06/16 14:30:00","20019"
"4301514","0","1","18","50000","1","2025/06/16 14:30:00","20020"
"4301515","0","1","18","50000","1","2025/06/16 14:30:00","20021"
"4303511","0","1","18","50000","1","2025/06/16 14:30:00","20022"
"4303512","0","1","18","50000","1","2025/06/16 14:30:00","20023"
"4303513","0","1","18","50000","1","2025/06/16 14:30:00","20024"
"4303514","0","1","18","50000","1","2025/06/16 14:30:00","20025"
"4303515","0","1","18","50000","1","2025/06/16 14:30:00","20026"
"25001","0","5","2","2500","1","2025/06/16 14:30:00","20027"
"140000","0","5","4","2500","1","2025/06/16 14:30:00","20028"
"140001","0","10","4","2500","1","2025/06/16 14:30:00","20029"
"26202","0","2500","2","2500","1","2025/06/16 14:30:00","20030"
"26203","4","1","2","40000","1","2025/11/14 15:00:00","20031"
"21951","2","1","2","25000","1","2025/11/14 15:00:00","20032"
"26202","2","300000","2","100000","1","2025/11/14 15:00:00","20033"
