6c08e59bb4a9b0b0357d2bcc7c743f946c5427cee6eff2a8ecb06bd289b8c8cf,4b4e6028a708468e3f640075cf9da6c786dce41475d30da23c88240991f30f95,3162ad311ebd4de6829be56a10d9291ff505740db79eda86f65630f512dd21cf,426711c4d913669a53cb0b6b96e227dfeb8fd144e4d43a866476b8b825612ea3,868841c5e036166a827bce68158585d2fb380869a20f01e2aa83ad4f4ceba92b,6ca4886419a4ff03467811f0ce2fefda8c6536b7f1f89175ffe82a39cb07faea,25699cbdedf8b95ceccbf40e21ad1a56e26aea506e2da1de21d59c8390385ca2,442095cbf22bf5ac2a5354db3efd6f46eef1935a0fef0f763d3dc97cdd6e73ff,dc2460618786b17d347fc33a5813c7b825bf81798b9614d8271f952fd6463279,96fb599eb5dc3a2041791da9437f7dea67cc73bb4b6345d411237011b601b85c,2808d7bdeaf3c63bd2e319c071949f2dfda44c622382813d70c2b6d9b227dadb,aafb26986a66b1ea2819464300884184c3096505fc6ce35451c4d935634bc4a7,1f44d0ce5da51364aa71d0118ec4f3f4d2736768ecbb671f4db89c5e9df6294d,f62b0e38a571f6d1dcb426d22903294c566d90b8abe06fcd5e44edf6a18b8d06,3c722ff22ac4c4494b36b2e6416a50820e30dc7a27fc643ba6b18779316d6ddb,be5f98221877114631e03b5553c091b6ba164cf432aac7a7cf4414482fcb388e,fe9f63999ddbe214026b9f923502d79b33279d02c9032f0c2698903bf40574bf,e880172ad66fc73ee99913de0fd85b0149a1d0b5351f54ed82f140a315e5fbc7
"0","0.95","76010001","99011","bgm_M299","0.85","102271","-250","102271","-200","0","-100","90013","-100","bgm_M299","26202","覇瞳皇帝の領域1層","0"
"0","0.95","76010002","99011","bgm_M299","0.85","102271","-250","102271","-200","0","-100","90013","-100","bgm_M299","26202","覇瞳皇帝の領域2層","0"
"0","0.95","76010003","99011","bgm_M299","0.85","102271","-250","102271","-200","0","-100","90013","-100","bgm_M299","26202","覇瞳皇帝の領域3層","0"
"0","0.95","76010004","99011","bgm_M299","0.85","102271","-250","102271","-200","0","-100","90013","-100","bgm_M299","26202","覇瞳皇帝の領域4層","0"
"0","0.95","76010005","99011","bgm_M299","0.85","102271","-250","102271","-200","0","-100","90013","-100","bgm_M299","26202","覇瞳皇帝の領域5層","0"
"0","1.3","76020001","99011","bgm_M506","1.2","102891","0","102891","0","0","0","90013","-100","bgm_M506","26202","ゼーンの領域1層","0"
"0","1.3","76020002","99011","bgm_M506","1.2","102891","0","102891","0","0","0","90013","-100","bgm_M506","26202","ゼーンの領域2層","0"
"0","1.3","76020003","99011","bgm_M506","1.2","102891","0","102891","0","0","0","90013","-100","bgm_M506","26202","ゼーンの領域3層","0"
"0","1.3","76020004","99011","bgm_M506","1.2","102891","0","102891","0","0","0","90013","-100","bgm_M506","26202","ゼーンの領域4層","0"
"0","1.3","76020005","99011","bgm_M506","1.2","102891","0","102891","0","0","0","90013","-100","bgm_M506","26202","ゼーンの領域5層","0"
