d36a8031e9e84cc56fbde998802e9bd534f9dc0879593f9f43240d880c506fc3,79fcdc1d50f29ccc8341a620881b8a824344945f542fd6b9f0b56f9b193c8b36,891c11c49fba39d877b37068cf337fec3ce11f8015d444d8e3b961b0b8a4f02d,793a18208128ae0def3c19822feb6de29936cf07bbb7d9423155588c908e8748,bbd64fec479ab50ca7077a015cd2b44e4af9a7c7a6d042777cdf51011b9710c0,42bbb01755ea4a1cf91cb3f87daff0e15e773d8bb8687cce47b2f48044adbaa7,1ac8f72a5296300b2104588582a981c52f8930fcca4fc59e9e66ce2aba68febf,e80b61a5e43e685d6f98aed226c425f2e845bf78562d9d69f1e554fbff225f3c,9451be332f202dff5f5c4987e28b7d40007587bddf9749b54f1632a3ba3256ff,067ab3d8f279b7a644346731f592364c7beec47cdcfc3ddee2e5e560cfe5c7be,a14dd422953c933232e4154dfcd84e412c8188b70c10a9a88ef3b7a6f3258d0a
"50067","10003","0","0","10005","0","0","10001","0","0","10002"
"50079","10003","0","0","10005","0","0","10001","0","10006","10002"
"50084","10003","10007","0","10005","0","0","10001","0","10006","10002"
"50094","10003","10007","0","10005","0","0","10001","10008","10006","10002"
"50108","10003","10007","10009","10005","0","0","10001","10008","10006","10002"
"50116","10003","10007","10009","10005","0","0","10001","10008","10006","10002"
"50119","10003","10007","10009","10005","10010","0","10001","10008","10006","10002"
"50129","10003","10007","10009","10005","10010","0","10001","10008","10006","10002"
"50140","10003","10007","10009","10005","10010","10011","10001","10008","10006","10002"
"50151","10005","10008","10010","10006","10011","10012","10002","10009","10007","10003"
"50162","10011","0","0","10012","0","0","10009","0","10013","10010"
"50172","10012","0","0","10013","0","0","10010","0","10014","10011"
"50183","10013","0","0","10014","0","0","10011","0","10015","10012"
"50190","10015","0","0","10007","0","0","10013","0","10005","10014"
"50195","10014","0","0","10015","0","0","10012","0","10016","10013"
"50200","10016","0","0","10003","0","0","10014","0","10002","10015"
"50217","10015","0","0","10016","0","0","10013","0","10017","10014"
"50231","10017","0","0","10010","0","0","10015","0","10009","10016"
"50237","10016","0","0","10017","0","0","10014","0","10018","10015"
"50248","0","0","0","0","0","0","10019","0","0","0"
"50261","0","0","0","0","0","0","10011","0","0","0"
"50267","0","0","0","0","0","0","10020","0","0","0"
"50278","0","0","0","0","0","0","10021","0","0","0"
"50291","0","0","0","0","0","0","10006","0","0","0"
"50298","0","0","0","0","0","0","10022","0","0","0"
"50309","0","0","0","0","0","0","10023","0","0","0"
"50321","0","0","0","0","0","0","10024","0","0","0"
"50331","0","0","0","0","0","0","10025","0","0","0"
"50341","0","0","0","0","0","0","10026","0","0","0"
"50354","0","0","0","0","0","0","10027","0","0","0"
"50365","0","0","0","0","0","0","10028","0","0","0"
"50375","0","0","0","0","0","0","10029","0","0","0"
"50383","0","0","0","0","0","0","10030","0","0","0"
"50393","0","0","0","0","0","0","10019","0","0","0"
"50405","0","0","0","0","0","0","10031","0","0","0"
"50406","0","0","0","0","0","0","10032","0","0","0"
