c9ad26d2bdd70a755a2dc8cd403e60eee2577e6c4442cd9494fc54e78a324e4a,97972a55008a9fe587c76e6131ca220549cc953c809661fe5f786dca518ec1ce,0d06e3eb249b9c040732ba62f3affbb3b8b117b4e145a169b4b68b55d672ef82,6c336a9f65d8df617a5d2bdbc12053966f9be857612899636e11629b925f47ac,db498fd74a0946873c9ba9e0f0af7e41b0c0709e792f5c456d649850edf3a4e3
"0","70","bgm_M125","81000104","1"
"0","110","bgm_M125","81000104","2"
"0","130","bgm_M125","81000104","3"
"0","150","bgm_M125","81000104","4"
"0","170","bgm_M125","81000104","5"
"0","190","bgm_M125","81000104","6"
"0","210","bgm_M125","81000104","7"
"0","230","bgm_M125","81000104","8"
"0","250","bgm_M125","81000104","9"
"0","270","bgm_M125","81000104","10"
"0","290","bgm_M125","81000104","11"
"0","310","bgm_M125","81000104","12"
"0","330","bgm_M125","81000104","13"
"73140350","350","bgm_M125","81000104","14"
"73150360","360","bgm_M125","81000104","15"
"73160370","370","bgm_M125","81000104","16"
"73170380","380","bgm_M125","81000104","17"
"73180390","390","bgm_M125","81000104","18"
"73190400","400","bgm_M125","81000104","19"
"73200410","410","bgm_M125","81000104","20"
"73210420","420","bgm_M125","81000104","21"
"73220430","430","bgm_M125","81000104","22"
"73230440","440","bgm_M125","81000104","23"
"73240450","450","bgm_M125","81000104","24"
"73250460","460","bgm_M125","81000104","25"
"73260470","470","bgm_M125","81000104","26"
"73270480","480","bgm_M125","81000104","27"
"73280490","490","bgm_M125","81000104","28"
"73290500","500","bgm_M125","81000104","29"
"73300510","510","bgm_M125","81000104","30"
"73310520","520","bgm_M125","81000104","31"
"73320530","530","bgm_M125","81000104","32"
"73330540","540","bgm_M125","81000104","33"
"73340550","550","bgm_M125","81000104","34"
"73350560","560","bgm_M125","81000104","35"
"73360570","570","bgm_M125","81000104","36"
"73370580","580","bgm_M125","81000104","37"
"73380590","590","bgm_M125","81000104","38"
"73390600","600","bgm_M125","81000104","39"
"73400610","610","bgm_M125","81000104","40"
"73410620","620","bgm_M125","81000104","41"
"73420630","630","bgm_M125","81000104","42"
"73430640","640","bgm_M125","81000104","43"
"73440650","650","bgm_M125","81000104","44"
"73450660","660","bgm_M125","81000104","45"
"73460670","670","bgm_M125","81000104","46"
"73470680","680","bgm_M125","81000104","47"
"73480690","690","bgm_M125","81000104","48"
"73490700","700","bgm_M125","81000104","49"
"73500710","710","bgm_M125","81000104","50"
"73510720","720","bgm_M125","81000104","51"
"73520730","730","bgm_M125","81000104","52"
"73530740","740","bgm_M125","81000104","53"
