de7d733b04798a6b38cb30cf294b093cab3325746380e74424e60ad13de3e72d,73f5ae2de64b22fd012cb80d6d50c261b051d07521d534f6a01fe73bd3ebc0df,92023a8ec4452ce39256bdd574bde3e42bbc27d4939af19c339e0c0e5e20d90b,96d6c3916b901279ca52639914e575d8604d08ca1aa1a78cf18514aeb5daf408,249e3eeb063eb9f1e1a71694f8c2ef2d70f7419d951bd52eb7e73afcd6ace20a,3fa5b1b842864bbb4e61c07892be482f8e012f9ac25952d73a843ea3c258cfe1,6f0a6a263412fe85005a8125f9a9f2f550ca35eaae28ec328f6d95af671fa79c,4a3acca704e735436d3f2f10a29bb2a7fa00b28e09e86ef187312570cc46b4f1,ceba479546d18075fc26e6d5811d385238073ba00bf05756432b9293e177ec2d,327cbe8dfe69994599bedf5703a492cce6172e87c7ab3cdbe5e132e693f73280,e932303dc97f7f9def1b7a449b271e188fa2127ee556977cb8be0aae2f3e9676,a241e468d963bc1f50b40a1a52eee486ab0a16ac9422ea4b9519aa390f45086c,73894895598bdbc290ade63428d5a265ee0142d4440a6b0bf6378ecd98a24caf,8d96e9dc05c59d04687839a2bf99c7c14c888c72525779fe231569e39b4af476,e16432bbc80bba4e627e2e31ba3ea9af0ca3430cf2bdf9b08931771894075f5c
"100198","-30","94002","0","0","92407110","1","bgm_MC170","bgm_MC170","-30","100198","0","0","1.3","0"
"100198","-30","94002","0","0","92407120","1","bgm_MC170","bgm_MC170","-30","100198","0","0","1.3","0"
"100198","-30","94002","0","0","92407130","1","bgm_MC170","bgm_MC170","-30","100198","0","0","1.3","0"
"100198","-30","94002","0","0","92407140","1","bgm_MC170","bgm_MC170","-30","100198","0","0","1.3","0"
"100198","-30","94002","0","0","92407210","2","bgm_MC170","bgm_MC170","20","100198","0","0","1.45","0"
"100198","-30","94002","0","0","92407220","2","bgm_MC170","bgm_MC170","20","100198","0","0","1.45","0"
"100198","-30","94002","0","0","92407230","2","bgm_MC170","bgm_MC170","20","100198","0","0","1.45","0"
"100198","-30","94002","0","0","92407240","2","bgm_MC170","bgm_MC170","20","100198","0","0","1.45","0"
"100198","-30","94002","0","0","92407310","3","bgm_MC170","bgm_MC170","-30","100198","0","0","1.4","0"
"100198","-30","94002","0","0","92407320","3","bgm_MC170","bgm_MC170","-30","100198","0","0","1.4","0"
"100198","-30","94002","0","0","92407330","3","bgm_MC170","bgm_MC170","-30","100198","0","0","1.4","0"
"100198","-30","94002","0","0","92407340","3","bgm_MC170","bgm_MC170","-30","100198","0","0","1.4","0"
