89af46b25c50d2da62dbd1f1012dad894adacaf1934b728c1af87820442424b8,cfb84becb89d22a85143212598772d5a246985ad170da25ad23e75b56129279a,9b49055b61e6cd04e78c1cd2b627bb22ad452245d79be5af66f31112b96a0061,10f7d9917b96065056f711f8d81382bbb029d5f3666671444414fa73f9551c94,c46b1f00de296c2c7a009f4f816cf583b479eca31e90fe720bbb74babee5237a,26efa0d04ddc3fe1a40d5eb3a03110d58ced49c76899ba5500212fd2d7ee00cd,71dd5b456c16eba63aad0901bcba40eb0236e656787fbdcb32eea4cb80aff6f7,26da1cd60ca820ef584ca6ca079c0ba9ae6d03897f504e6d45fe4b8308ac18db,c5ea5a87c7b2be5c36db8aa8767e667a0ddf69a18734978de3b866c46a51c50e,e3fe1d095906b9750f6b4d097d32ea50b56a6cf840219ac034ae1e9752aebe14,79f9599cd04d8e12f92b7d25b6cfb9d49ce9fb6e5d11c39bf2faaa44578a3e79,23b4ae0214e7a0cebaeb04aa6b4cd73d4c6029b7645e769caf7a734fe2d33a16,2b1780fc5249cc28a59c33862209a9433f933704386d891bde39f5fb48e38b1d,5c222b111f25f40f84818700a5fb34cdc483c5030ae254693c47fa12ab12a8a2,f92a0454c6b3d9e2e93cfe70ef9642904e9b30ead0e3d7d43bfc8c5684712cc4,9e9a0fde062dab463dc6ada2a0f27a4de3d47e247baf05fe0f11b9cd7529414c,f506ccdcf0a77c803cabb2b4df95acbe03a1434e4834daf5a5001884ee3f83d9,b4ed46a2cb9b3a41cbdc2e2467f84ced5c6912b1ac6fbcf0d009b613f099a296
"0","1","8","0","0","0","0","0","0","91002","0","500","1","0","0","10000","0","0"
"0","2","8","0","0","0","0","0","0","91002","0","400","2","0","0","10000","0","0"
"0","3","8","0","0","0","0","0","0","91002","0","300","3","0","0","10000","0","0"
"0","4","8","0","0","0","0","0","0","91002","0","250","4","0","0","10000","0","0"
"0","5","8","0","0","0","0","0","0","91002","0","500","1","0","0","10001","0","0"
"0","6","8","0","0","0","0","0","0","91002","0","400","2","0","0","10001","0","0"
"0","7","8","0","0","0","0","0","0","91002","0","300","3","0","0","10001","0","0"
"0","8","8","0","0","0","0","0","0","91002","0","250","4","0","0","10001","0","0"
"0","9","8","0","0","0","0","0","0","91002","0","500","1","0","0","10002","0","0"
"0","10","8","0","0","0","0","0","0","91002","0","400","2","0","0","10002","0","0"
"0","11","8","0","0","0","0","0","0","91002","0","300","3","0","0","10002","0","0"
"0","12","8","0","0","0","0","0","0","91002","0","250","4","0","0","10002","0","0"
"0","13","8","0","0","0","0","0","0","91002","0","500","1","0","0","10003","0","0"
"0","14","8","0","0","0","0","0","0","91002","0","400","2","0","0","10003","0","0"
"0","15","8","0","0","0","0","0","0","91002","0","300","3","0","0","10003","0","0"
"0","16","8","0","0","0","0","0","0","91002","0","250","4","0","0","10003","0","0"
"0","17","8","0","0","0","0","0","0","91002","0","500","1","0","0","10004","0","0"
"0","18","8","0","0","0","0","0","0","91002","0","400","2","0","0","10004","0","0"
"0","19","8","0","0","0","0","0","0","91002","0","300","3","0","0","10004","0","0"
"0","20","8","0","0","0","0","0","0","91002","0","250","4","0","0","10004","0","0"
"0","21","8","0","0","0","0","0","0","91002","0","500","1","0","0","10005","0","0"
"0","22","8","0","0","0","0","0","0","91002","0","400","2","0","0","10005","0","0"
"0","23","8","0","0","0","0","0","0","91002","0","300","3","0","0","10005","0","0"
"0","24","8","0","0","0","0","0","0","91002","0","250","4","0","0","10005","0","0"
"0","25","8","0","0","0","0","0","0","91002","0","500","1","0","0","10006","0","0"
"0","26","8","0","0","0","0","0","0","91002","0","400","2","0","0","10006","0","0"
"0","27","8","0","0","0","0","0","0","91002","0","300","3","0","0","10006","0","0"
"0","28","8","0","0","0","0","0","0","91002","0","250","4","0","0","10006","0","0"
"0","29","8","0","0","0","0","0","0","91002","0","500","1","0","0","10007","0","0"
"0","30","8","0","0","0","0","0","0","91002","0","400","2","0","0","10007","0","0"
"0","31","8","0","0","0","0","0","0","91002","0","300","3","0","0","10007","0","0"
"0","32","8","0","0","0","0","0","0","91002","0","250","4","0","0","10007","0","0"
"0","33","8","0","0","0","0","0","0","91002","0","500","1","0","0","10008","0","0"
"0","34","8","0","0","0","0","0","0","91002","0","400","2","0","0","10008","0","0"
"0","35","8","0","0","0","0","0","0","91002","0","300","3","0","0","10008","0","0"
"0","36","8","0","0","0","0","0","0","91002","0","250","4","0","0","10008","0","0"
"0","37","8","0","0","0","0","0","0","91002","0","500","1","0","0","10009","0","0"
"0","38","8","0","0","0","0","0","0","91002","0","400","2","0","0","10009","0","0"
"0","39","8","0","0","0","0","0","0","91002","0","300","3","0","0","10009","0","0"
"0","40","8","0","0","0","0","0","0","91002","0","250","4","0","0","10009","0","0"
"0","41","8","0","0","0","0","0","0","91002","0","500","1","0","0","10010","0","0"
"0","42","8","0","0","0","0","0","0","91002","0","400","2","0","0","10010","0","0"
"0","43","8","0","0","0","0","0","0","91002","0","300","3","0","0","10010","0","0"
"0","44","8","0","0","0","0","0","0","91002","0","250","4","0","0","10010","0","0"
"0","45","8","0","0","0","0","0","0","91002","0","500","1","0","0","10011","0","0"
"0","46","8","0","0","0","0","0","0","91002","0","400","2","0","0","10011","0","0"
"0","47","8","0","0","0","0","0","0","91002","0","300","3","0","0","10011","0","0"
"0","48","8","0","0","0","0","0","0","91002","0","250","4","0","0","10011","0","0"
"0","49","8","0","0","0","0","0","0","91002","0","500","1","0","0","10012","0","0"
"0","50","8","0","0","0","0","0","0","91002","0","400","2","0","0","10012","0","0"
"0","51","8","0","0","0","0","0","0","91002","0","300","3","0","0","10012","0","0"
"0","52","8","0","0","0","0","0","0","91002","0","250","4","0","0","10012","0","0"
"0","53","8","0","0","0","0","0","0","91002","0","500","1","0","0","10013","0","0"
"0","54","8","0","0","0","0","0","0","91002","0","400","2","0","0","10013","0","0"
"0","55","8","0","0","0","0","0","0","91002","0","300","3","0","0","10013","0","0"
"0","56","8","0","0","0","0","0","0","91002","0","250","4","0","0","10013","0","0"
