99314dfc83fb96ee538c297c38b2512f19dc6aaf1e5f7e00a6e962e46e660295,6233594b90b7f508020885ab0af1a199f93838ccbc615509cb37e601526dfdc5,540cf218b2b49c9e5639f01496284d041b7e9bb4f4e4cd2a3ce88c2e8f11e47b,2ed14aec26f83475b6f8800297a15bb88ce1dc8a74798e46676da033e6e189ec,6b13fc11c2fadd8d5284a722204fed3938de405b3299fcd8d494e60e9beecde5,3f26e35cab5289c461d7d3d1e5e1927c8712d1c8a4fa2b8877db21c6c13c88fb,c8e9694a447916f8301379d82dba4c04b683c4192bb6dc170a202102113b6721,c3c2572459ccb29ccaee5228f88cbc0e18a0a3b2c6d3b680302f505c7a3384bf,7ec91e7813a57f86427bcfffff03257683fec6ad5768e0dc95b56b4a4e70d96b,99c189004b2bbf572045ed415fbb38a8fba6426590b108186d5d976df52b5baa,a66d925d41fca31f7eb9ef236f33ecc2cf676a533aa077e55e1b4229f6869cf2,b760c846b7339a03d4b3598f21d11dacf1c6f1f734a2b4c62f8266625c5d75e0,b05e3e7ab4a951e19214158d53e8e07bfa526ac32b7b09d08f062de5e8aaa941,fd3be7c1f23e385966d74409c7abbb230458b51d56caa462f961c7c012d59aa0,2ee41e10330260a4805990dff835a60e3b68f7b1d5c0a1a27ebb70e2ebfd61dd
"bgm_M220","-30","-75","2","800100101","100584","350","100000","bgm_M220","100584","90","1","0","1001001","？？？"
"bgm_M220","-30","-75","2","800100102","100584","350","100000","bgm_M220","100584","90","1","0","1001002","？？？"
"bgm_M220","-30","-75","2","800100103","100584","350","100000","bgm_M220","100584","90","1","0","1001003","？？？"
"bgm_M221","-30","-75","2","800100101","100584","350","100000","bgm_M221","100584","90","1","0","1001004","？？？"
"bgm_M221","-30","-75","2","800100102","100584","350","100000","bgm_M221","100584","90","1","0","1001005","？？？"
"bgm_M221","-30","-75","2","800100103","100584","350","100000","bgm_M221","100584","90","1","0","1001006","？？？"
"bgm_M220","-30","-75","2","800100201","100584","350","100000","bgm_M220","100584","90","1","0","1002001","？？？"
"bgm_M220","-30","-75","2","800100202","100584","350","100000","bgm_M220","100584","90","1","0","1002002","？？？"
"bgm_M220","-30","-75","2","800100203","100584","350","100000","bgm_M220","100584","90","1","0","1002003","？？？"
"bgm_M221","-30","-75","2","800100201","100584","350","100000","bgm_M221","100584","90","1","0","1002004","？？？"
"bgm_M221","-30","-75","2","800100202","100584","350","100000","bgm_M221","100584","90","1","0","1002005","？？？"
"bgm_M221","-30","-75","2","800100203","100584","350","100000","bgm_M221","100584","90","1","0","1002006","？？？"
